x,y,SNOW_ON_GROUND_LAST_DAY,FRE_PROVINCE_NAME,PROVINCE_CODE,LAST_UPDATED,LOCAL_MONTH,STATION_NAME,LOCAL_YEAR,MEAN_TEMPERATURE,NORMAL_MEAN_TEMPERATURE,CLIMATE_IDENTIFIER,HEATING_DEGREE_DAYS,TOTAL_PRECIPITATION,BRIGHT_SUNSHINE,NORMAL_SNOWFALL,ID,TOTAL_SNOWFALL,DAYS_WITH_VALID_SUNSHINE,MAX_TEMPERATURE,LONGITUDE,ENG_PROVINCE_NAME,NORMAL_SUNSHINE,DAYS_WITH_VALID_MAX_TEMP,DAYS_WITH_VALID_MEAN_TEMP,DAYS_WITH_VALID_MIN_TEMP,NORMAL_PRECIPITATION,LOCAL_DATE,LATITUDE,DAYS_WITH_VALID_PRECIP,DAYS_WITH_VALID_SNOWFALL,COOLING_DEGREE_DAYS,MIN_TEMPERATURE,DAYS_WITH_PRECIP_GE_1MM
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,3,BIG CREEK,1971,-4.725806451612903,,1080870,704.5,18,,,507.1971.3,18,,10,-123.073,BRITISH COLUMBIA,,31,31,31,,1971-03,51.667,31,31,0,-28.9,3
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,4,BIG CREEK,1971,2.763333333333333,,1080870,457.1,1.3,,,507.1971.4,1.3,,18.3,-123.073,BRITISH COLUMBIA,,30,30,30,,1971-04,51.667,30,30,0,-10.6,1
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,5,BIG CREEK,1971,8.19032258064516,,1080870,304.1,24.9,,,507.1971.5,2,,25,-123.073,BRITISH COLUMBIA,,31,31,31,,1971-05,51.667,31,31,0,-9.4,5
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,6,BIG CREEK,1971,10.31,,1080870,230.7,24.3,,,507.1971.6,0,,22.2,-123.073,BRITISH COLUMBIA,,30,30,30,,1971-06,51.667,30,30,0,-3.9,7
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,7,BIG CREEK,1971,14.761290322580646,,1080870,128.4,20.4,,,507.1971.7,0,,33.3,-123.073,BRITISH COLUMBIA,,31,31,31,,1971-07,51.667,31,31,28,-1.1,4
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,8,BIG CREEK,1971,14.425806451612903,,1080870,119.8,22.3,,,507.1971.8,0,,31.7,-123.073,BRITISH COLUMBIA,,31,31,31,,1971-08,51.667,31,31,9,-0.6,5
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,9,BIG CREEK,1971,7.373333333333333,,1080870,318.8,22.5,,,507.1971.9,0.8,,21.7,-123.073,BRITISH COLUMBIA,,30,30,30,,1971-09,51.667,30,30,0,-5,5
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,10,BIG CREEK,1971,2.8548387096774195,,1080870,469.5,7.8,,,507.1971.10,6.5,,22.8,-123.073,BRITISH COLUMBIA,,31,31,31,,1971-10,51.667,31,31,0,-17.2,3
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,11,BIG CREEK,1971,-2.506666666666667,,1080870,615.2,26.9,,,507.1971.11,26.9,,14.4,-123.073,BRITISH COLUMBIA,,30,30,30,,1971-11,51.667,30,30,0,-18.9,5
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,12,BIG CREEK,1971,-15.729032258064516,,1080870,1045.6,53.5,,,507.1971.12,53.5,,2.8,-123.073,BRITISH COLUMBIA,,31,31,31,,1971-12,51.667,31,31,0,-37.2,10
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,1,BIG CREEK,1972,-15.91,,1080870,1017.3,50.2,,,507.1972.1,50.2,,9.4,-123.073,BRITISH COLUMBIA,,30,30,31,,1972-01,51.667,31,31,0,-42.2,14
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,2,BIG CREEK,1972,-9.089655172413794,,1080870,785.6,23.4,,,507.1972.2,23.4,,10,-123.073,BRITISH COLUMBIA,,29,29,29,,1972-02,51.667,29,29,0,-27.8,5
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,3,BIG CREEK,1972,-0.9709677419354839,,1080870,588.1,8.6,,,507.1972.3,8.6,,13.3,-123.073,BRITISH COLUMBIA,,31,31,31,,1972-03,51.667,31,31,0,-29.4,2
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,4,BIG CREEK,1972,0.49333333333333335,,1080870,525.2,10.3,,,507.1972.4,5.5,,18.3,-123.073,BRITISH COLUMBIA,,30,30,30,,1972-04,51.667,30,30,0,-11.1,3
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,5,BIG CREEK,1972,7.548387096774194,,1080870,324,17,,,507.1972.5,2,,28.3,-123.073,BRITISH COLUMBIA,,31,31,31,,1972-05,51.667,31,31,0,-7.8,4
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,6,BIG CREEK,1972,10.32,,1080870,230.4,94.9,,,507.1972.6,0,,23.3,-123.073,BRITISH COLUMBIA,,30,30,30,,1972-06,51.667,30,30,0,-1.1,13
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,7,BIG CREEK,1972,12.916129032258064,,1080870,157.6,38.3,,,507.1972.7,0,,25.6,-123.073,BRITISH COLUMBIA,,31,31,31,,1972-07,51.667,31,31,0,-0.6,6
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,8,BIG CREEK,1972,13.57741935483871,,1080870,144,35.6,,,507.1972.8,0,,30.6,-123.073,BRITISH COLUMBIA,,31,31,31,,1972-08,51.667,31,31,6.9,-0.6,6
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,9,BIG CREEK,1972,6.166666666666667,,1080870,355,34.5,,,507.1972.9,14,,25.6,-123.073,BRITISH COLUMBIA,,30,30,30,,1972-09,51.667,30,30,0,-11.1,8
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,10,BIG CREEK,1972,2.458064516129032,,1080870,481.8,21.7,,,507.1972.10,14.7,,21.1,-123.073,BRITISH COLUMBIA,,31,31,31,,1972-10,51.667,31,31,0,-18.3,4
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,11,BIG CREEK,1972,-3.34,,1080870,640.2,3.3,,,507.1972.11,1.5,,12.8,-123.073,BRITISH COLUMBIA,,30,30,30,,1972-11,51.667,30,30,0,-17.8,1
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,12,BIG CREEK,1972,-13.188461538461539,,1080870,810.9,46.1,,,507.1972.12,46.1,,7.2,-123.073,BRITISH COLUMBIA,,28,26,28,,1972-12,51.667,31,31,0,-37.8,6
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,1,BIG CREEK,1973,-11.509677419354839,,1080870,914.8,24.9,,,507.1973.1,24.9,,8.9,-123.073,BRITISH COLUMBIA,,31,31,31,,1973-01,51.667,31,31,0,-39.4,6
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,2,BIG CREEK,1973,-7.171428571428572,,1080870,704.8,22.5,,,507.1973.2,22.5,,9.4,-123.073,BRITISH COLUMBIA,,28,28,28,,1973-02,51.667,28,28,0,-32.2,6
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,3,BIG CREEK,1973,-2.1870967741935483,,1080870,625.8,31.2,,,507.1973.3,31.2,,10,-123.073,BRITISH COLUMBIA,,31,31,31,,1973-03,51.667,31,31,0,-17.2,10
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,4,BIG CREEK,1973,2.506666666666667,,1080870,464.8,25.3,,,507.1973.4,19.4,,15.6,-123.073,BRITISH COLUMBIA,,30,30,30,,1973-04,51.667,30,30,0,-10.6,6
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,5,BIG CREEK,1973,7.609677419354838,,1080870,322.1,17.3,,,507.1973.5,0,,28.3,-123.073,BRITISH COLUMBIA,,31,31,31,,1973-05,51.667,31,31,0,-6.1,3
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,6,BIG CREEK,1973,8.67,,1080870,279.9,30.9,,,507.1973.6,0,,27.2,-123.073,BRITISH COLUMBIA,,30,30,30,,1973-06,51.667,30,30,0,-5.6,7
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,7,BIG CREEK,1973,12.393548387096773,,1080870,175.4,27.5,,,507.1973.7,0,,30,-123.073,BRITISH COLUMBIA,,31,31,31,,1973-07,51.667,31,31,1.6,-1.1,6
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,8,BIG CREEK,1973,11.941935483870967,,1080870,188.9,31,,,507.1973.8,0,,28.9,-123.073,BRITISH COLUMBIA,,31,31,31,,1973-08,51.667,31,31,1.1,-3.9,5
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,9,BIG CREEK,1973,8.45,,1080870,286.5,28.7,,,507.1973.9,1,,28.3,-123.073,BRITISH COLUMBIA,,30,30,30,,1973-09,51.667,30,30,0,-6.1,6
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,10,BIG CREEK,1973,1.7225806451612904,,1080870,504.6,20.6,,,507.1973.10,8.9,,13.3,-123.073,BRITISH COLUMBIA,,31,31,31,,1973-10,51.667,31,31,0,-11.1,7
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,11,BIG CREEK,1973,-10.983333333333333,,1080870,869.5,46.5,,,507.1973.11,46.5,,2.2,-123.073,BRITISH COLUMBIA,,30,30,30,,1973-11,51.667,30,30,0,-26.7,13
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,12,BIG CREEK,1973,-7.606451612903226,,1080870,793.8,11.7,,,507.1973.12,10.9,,7.2,-123.073,BRITISH COLUMBIA,,31,31,31,,1973-12,51.667,31,31,0,-22.8,4
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,1,BIG CREEK,1974,-11.86774193548387,,1080870,925.9,47.2,,,507.1974.1,44.3,,7.2,-123.073,BRITISH COLUMBIA,,31,31,31,,1974-01,51.667,31,31,0,-36.1,9
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,2,BIG CREEK,1974,-3.982142857142857,,1080870,615.5,25.2,,,507.1974.2,25.2,,6.7,-123.073,BRITISH COLUMBIA,,28,28,28,,1974-02,51.667,28,28,0,-19.4,8
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,3,BIG CREEK,1974,-2.7225806451612904,,1080870,642.4,30.7,,,507.1974.3,30.7,,12.2,-123.073,BRITISH COLUMBIA,,31,31,31,,1974-03,51.667,31,31,0,-23.3,7
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,4,BIG CREEK,1974,3.18,,1080870,444.6,2.8,,,507.1974.4,1,,16.1,-123.073,BRITISH COLUMBIA,,30,30,30,,1974-04,51.667,30,30,0,-7.8,2
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,5,BIG CREEK,1974,4.919354838709677,,1080870,405.5,35.9,,,507.1974.5,3.6,,17.8,-123.073,BRITISH COLUMBIA,,31,31,31,,1974-05,51.667,31,31,0,-6.1,8
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,6,BIG CREEK,1974,10.023333333333333,,1080870,239.3,9.2,,,507.1974.6,0,,27.2,-123.073,BRITISH COLUMBIA,,30,30,30,,1974-06,51.667,30,30,0,-4.4,3
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,7,BIG CREEK,1974,11.103225806451613,,1080870,213.8,20.8,,,507.1974.7,0,,28.3,-123.073,BRITISH COLUMBIA,,31,31,31,,1974-07,51.667,31,31,0,-1.1,4
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,8,BIG CREEK,1974,14.035483870967742,,1080870,134.4,17.6,,,507.1974.8,0,,30,-123.073,BRITISH COLUMBIA,,31,31,31,,1974-08,51.667,31,31,11.5,-0.6,3
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,9,BIG CREEK,1974,11.003333333333334,,1080870,209.9,18.3,,,507.1974.9,0,,28.9,-123.073,BRITISH COLUMBIA,,30,30,30,,1974-09,51.667,30,30,0,-4.4,7
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,10,BIG CREEK,1974,4.854838709677419,,1080870,407.5,17.3,,,507.1974.10,2.3,,23.9,-123.073,BRITISH COLUMBIA,,31,31,31,,1974-10,51.667,31,31,0,-9.4,7
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,11,BIG CREEK,1974,-5.573076923076923,,1080870,612.9,56.6,,,507.1974.11,56.6,,9.4,-123.073,BRITISH COLUMBIA,,27,26,27,,1974-11,51.667,30,30,0,-26.7,5
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,12,BIG CREEK,1974,-6.051612903225807,,1080870,745.6,30.2,,,507.1974.12,30.2,,8.9,-123.073,BRITISH COLUMBIA,,31,31,31,,1974-12,51.667,31,31,0,-22.8,6
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,1,BIG CREEK,1975,-11.778571428571428,,1080870,833.8,24.5,,,507.1975.1,24.5,,9.4,-123.073,BRITISH COLUMBIA,,28,28,28,,1975-01,51.667,31,31,0,-37.8,6
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,2,BIG CREEK,1975,-14.739285714285714,,1080870,916.7,23.1,,,507.1975.2,23.1,,9.4,-123.073,BRITISH COLUMBIA,,28,28,28,,1975-02,51.667,28,28,0,-36.7,5
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,3,BIG CREEK,1975,-4.783870967741936,,1080870,706.3,10.9,,,507.1975.3,6.6,,15.6,-123.073,BRITISH COLUMBIA,,31,31,31,,1975-03,51.667,31,31,0,-22.2,4
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,4,BIG CREEK,1975,1.54,,1080870,493.8,9.2,,,507.1975.4,6.9,,18.9,-123.073,BRITISH COLUMBIA,,30,30,30,,1975-04,51.667,30,30,0,-12.8,2
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,5,BIG CREEK,1975,6.783870967741936,,1080870,347.7,33.7,,,507.1975.5,0,,23.3,-123.073,BRITISH COLUMBIA,,31,31,31,,1975-05,51.667,31,31,0,-8.3,8
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,6,BIG CREEK,1975,10.213333333333333,,1080870,233.6,54.7,,,507.1975.6,0,,27.2,-123.073,BRITISH COLUMBIA,,30,30,30,,1975-06,51.667,30,30,0,-2.2,13
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,7,BIG CREEK,1975,15.529032258064516,,1080870,92.6,32.3,,,507.1975.7,0,,33.9,-123.073,BRITISH COLUMBIA,,31,31,31,,1975-07,51.667,31,31,16,0,3
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,8,BIG CREEK,1975,11.070967741935483,,1080870,214.8,51.5,,,507.1975.8,0,,26.1,-123.073,BRITISH COLUMBIA,,31,31,31,,1975-08,51.667,31,31,0,-1.1,13
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,9,BIG CREEK,1975,10.65,,1080870,220.5,5.1,,,507.1975.9,0,,26.1,-123.073,BRITISH COLUMBIA,,30,30,30,,1975-09,51.667,30,30,0,-3.3,3
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,10,BIG CREEK,1975,2.8419354838709676,,1080870,469.9,28.6,,,507.1975.10,24.1,,25,-123.073,BRITISH COLUMBIA,,31,31,31,,1975-10,51.667,31,31,0,-11.7,6
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,11,BIG CREEK,1975,-4.8133333333333335,,1080870,684.4,35.5,,,507.1975.11,35.5,,16.1,-123.073,BRITISH COLUMBIA,,30,30,30,,1975-11,51.667,30,30,0,-27.2,6
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,12,BIG CREEK,1975,-8.19032258064516,,1080870,811.9,27.6,,,507.1975.12,27.6,,8.3,-123.073,BRITISH COLUMBIA,,31,31,31,,1975-12,51.667,31,31,0,-27.8,6
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,1,BIG CREEK,1976,-7.896774193548387,,1080870,802.8,8.2,,,507.1976.1,8.2,,12.2,-123.073,BRITISH COLUMBIA,,31,31,31,,1976-01,51.667,31,31,0,-24.4,5
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,2,BIG CREEK,1976,-5.982758620689655,,1080870,695.5,14,,,507.1976.2,14,,10.6,-123.073,BRITISH COLUMBIA,,29,29,29,,1976-02,51.667,29,29,0,-30,4
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,3,BIG CREEK,1976,-3.7129032258064516,,1080870,673.1,24.2,,,507.1976.3,22.9,,13.3,-123.073,BRITISH COLUMBIA,,31,31,31,,1976-03,51.667,31,31,0,-34.4,6
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,4,BIG CREEK,1976,2.7133333333333334,,1080870,458.6,10.2,,,507.1976.4,4.6,,21.7,-123.073,BRITISH COLUMBIA,,30,30,30,,1976-04,51.667,30,30,0,-13.9,3
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,5,BIG CREEK,1976,4.752380952380952,,1080870,278.2,8.2,,,507.1976.5,0,,19.4,-123.073,BRITISH COLUMBIA,,21,21,21,,1976-05,51.667,31,31,0,-8.3,4
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,6,BIG CREEK,1976,8.503333333333334,,1080870,284.9,42.5,,,507.1976.6,1,,24.4,-123.073,BRITISH COLUMBIA,,30,30,30,,1976-06,51.667,30,30,0,-2.2,9
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,7,BIG CREEK,1976,12.03225806451613,,1080870,185,55.8,,,507.1976.7,0,,26.7,-123.073,BRITISH COLUMBIA,,31,31,31,,1976-07,51.667,31,31,0,-1.1,8
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,8,BIG CREEK,1976,11.661290322580646,,1080870,196.5,95.7,,,507.1976.8,0,,24.4,-123.073,BRITISH COLUMBIA,,31,31,31,,1976-08,51.667,31,31,0,-1.1,15
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,9,BIG CREEK,1976,10.286666666666667,,1080870,231.4,22.1,,,507.1976.9,0,,24.4,-123.073,BRITISH COLUMBIA,,30,30,30,,1976-09,51.667,30,30,0,-2.8,6
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,10,BIG CREEK,1976,3.3870967741935485,,1080870,453,15.3,,,507.1976.10,0,,16.7,-123.073,BRITISH COLUMBIA,,31,31,31,,1976-10,51.667,31,31,0,-12.8,3
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,11,BIG CREEK,1976,-1.96,,1080870,598.8,38.1,,,507.1976.11,28.7,,11.7,-123.073,BRITISH COLUMBIA,,30,30,30,,1976-11,51.667,30,30,0,-18.3,4
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,12,BIG CREEK,1976,-5.567741935483871,,1080870,730.6,41.5,,,507.1976.12,30.4,,13.3,-123.073,BRITISH COLUMBIA,,31,31,31,,1976-12,51.667,31,31,0,-22.8,7
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,1,BIG CREEK,1977,-7.7064516129032254,,1080870,796.9,23,,,507.1977.1,20.7,,13.3,-123.073,BRITISH COLUMBIA,,31,31,31,,1977-01,51.667,31,31,0,-24.4,6
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,2,BIG CREEK,1977,-2.0964285714285715,,1080870,562.7,13,,,507.1977.2,13,,11.7,-123.073,BRITISH COLUMBIA,,28,28,28,,1977-02,51.667,28,28,0,-17.8,3
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,3,BIG CREEK,1977,-2.0161290322580645,,1080870,620.5,29.2,,,507.1977.3,29.2,,10,-123.073,BRITISH COLUMBIA,,31,31,31,,1977-03,51.667,31,31,0,-17.2,5
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,4,BIG CREEK,1977,4.983333333333333,,1080870,390.5,12.5,,,507.1977.4,0,,26.7,-123.073,BRITISH COLUMBIA,,30,30,30,,1977-04,51.667,30,30,0,-9.4,2
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,5,BIG CREEK,1977,6.106451612903226,,1080870,368.7,48.1,,,507.1977.5,2.5,,20,-123.073,BRITISH COLUMBIA,,31,31,31,,1977-05,51.667,31,31,0,-7.8,9
-123.07305694444445,51.66722361111111,,COLOMBIE-BRITANNIQUE,BC,2014-07-31 11:48:11,6,BIG CREEK,1977,11.293333333333333,,1080870,201.2,25.8,,,507.1977.6,0,,27.2,-123.073,BRITISH COLUMBIA,,30,30,30,,1977-06,51.667,30,30,0,-3.9,7
