x,y,SNOW_ON_GROUND_LAST_DAY,COOLING_DEGREE_DAYS,DAYS_WITH_VALID_MIN_TEMP,LAST_UPDATED,FRE_PROVINCE_NAME,LONGITUDE,TOTAL_SNOWFALL,MEAN_TEMPERATURE,NORMAL_PRECIPITATION,NORMAL_SNOWFALL,BRIGHT_SUNSHINE,LOCAL_DATE,ENG_PROVINCE_NAME,STATION_NAME,LOCAL_MONTH,DAYS_WITH_VALID_SNOWFALL,PROVINCE_CODE,DAYS_WITH_VALID_MEAN_TEMP,HEATING_DEGREE_DAYS,DAYS_WITH_VALID_PRECIP,TOTAL_PRECIPITATION,LOCAL_YEAR,MAX_TEMPERATURE,LATITUDE,CLIMATE_IDENTIFIER,DAYS_WITH_VALID_SUNSHINE,MIN_TEMPERATURE,NORMAL_MEAN_TEMPERATURE,DAYS_WITH_VALID_MAX_TEMP,DAYS_WITH_PRECIP_GE_1MM,NORMAL_SUNSHINE,ID
-126.685,52.370555555555555,,10.2,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,16.625806451612902,50.5,,,1922-07,BRITISH COLUMBIA,BELLA COOLA,7,31,BC,31,52.8,31,21.8,1922,27.2,52.371,1060840,,6.7,17,31,3,,380.1922.7
-126.685,52.370555555555555,,7.7,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,16.52258064516129,64.46,,,1922-08,BRITISH COLUMBIA,BELLA COOLA,8,31,BC,31,53.5,31,50,1922,27.8,52.371,1060840,,7.2,16.8,31,8,,380.1922.8
-126.685,52.370555555555555,,0,30,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,11.783333333333333,111.63,,,1922-09,BRITISH COLUMBIA,BELLA COOLA,9,30,BC,30,186.5,30,320.2,1922,22.2,52.371,1060840,,2.2,13.16,30,14,,380.1922.9
-126.685,52.370555555555555,,0,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,8.248387096774193,235.08,2.3,,1922-10,BRITISH COLUMBIA,BELLA COOLA,10,31,BC,31,302.3,31,146.7,1922,18.9,52.371,1060840,,1.1,8.01,31,12,,380.1922.10
-126.685,52.370555555555555,,0,30,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,4.15,255.19,25.1,,1922-11,BRITISH COLUMBIA,BELLA COOLA,11,30,BC,30,415.5,30,324.4,1922,11.1,52.371,1060840,,-2.8,2.68,30,19,,380.1922.11
-126.685,52.370555555555555,,0,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,17.7,-2.554838709677419,199.83,38.9,,1922-12,BRITISH COLUMBIA,BELLA COOLA,12,31,BC,31,637.2,31,110.1,1922,7.8,52.371,1060840,,-17.2,-0.44,31,12,,380.1922.12
-126.685,52.370555555555555,,0,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,110.4,-2.0838709677419356,221.46,36.46,,1923-01,BRITISH COLUMBIA,BELLA COOLA,1,31,BC,31,622.6,31,181.6,1923,4.4,52.371,1060840,,-15.6,-0.07,31,15,,380.1923.1
-126.685,52.370555555555555,,0,28,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,9.6,-0.875,147.78,25.6,,1923-02,BRITISH COLUMBIA,BELLA COOLA,2,28,BC,28,528.5,28,107,1923,7.8,52.371,1060840,,-19.4,1.49,28,10,,380.1923.2
-126.685,52.370555555555555,,0,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,11.4,3.632258064516129,112.05,4.99,,1923-03,BRITISH COLUMBIA,BELLA COOLA,3,31,BC,31,445.4,31,108,1923,16.7,52.371,1060840,,-4.4,4.78,31,14,,380.1923.3
-126.685,52.370555555555555,,0,30,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,8.283333333333333,98.63,0.4,,1923-04,BRITISH COLUMBIA,BELLA COOLA,4,30,BC,30,291.5,30,46.7,1923,23.9,52.371,1060840,,-3.9,8.18,30,7,,380.1923.4
-126.685,52.370555555555555,,0,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,10.332258064516129,68.68,,,1923-05,BRITISH COLUMBIA,BELLA COOLA,5,31,BC,31,237.7,31,37.2,1923,21.1,52.371,1060840,,0.6,11.79,31,13,,380.1923.5
-126.685,52.370555555555555,,6,30,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,15.11,66.46,,,1923-06,BRITISH COLUMBIA,BELLA COOLA,6,30,BC,30,92.7,30,69.3,1923,29.4,52.371,1060840,,5,14.67,30,11,,380.1923.6
-126.685,52.370555555555555,,20.1,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,17.296774193548387,50.5,,,1923-07,BRITISH COLUMBIA,BELLA COOLA,7,31,BC,31,41.9,31,19.6,1923,30.6,52.371,1060840,,7.2,17,31,7,,380.1923.7
-126.685,52.370555555555555,,12.9,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,17.364516129032257,64.46,,,1923-08,BRITISH COLUMBIA,BELLA COOLA,8,31,BC,31,32.6,31,64.9,1923,31.1,52.371,1060840,,6.1,16.8,31,8,,380.1923.8
-126.685,52.370555555555555,,0,30,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,12.63,111.63,,,1923-09,BRITISH COLUMBIA,BELLA COOLA,9,30,BC,30,161.1,30,32.9,1923,26.7,52.371,1060840,,1.7,13.16,30,10,,380.1923.9
-126.685,52.370555555555555,,0,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,8.629032258064516,235.08,2.3,,1923-10,BRITISH COLUMBIA,BELLA COOLA,10,31,BC,31,290.5,31,88.9,1923,20,52.371,1060840,,-3.3,8.01,31,10,,380.1923.10
-126.685,52.370555555555555,,0,30,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,5.046666666666667,255.19,25.1,,1923-11,BRITISH COLUMBIA,BELLA COOLA,11,30,BC,30,388.6,30,231.9,1923,13.3,52.371,1060840,,-3.3,2.68,30,19,,380.1923.11
-126.685,52.370555555555555,,0,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,45.8,0.4838709677419355,199.83,38.9,,1923-12,BRITISH COLUMBIA,BELLA COOLA,12,31,BC,31,543,31,341.8,1923,7.8,52.371,1060840,,-17.8,-0.44,31,24,,380.1923.12
-126.685,52.370555555555555,,0,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,-0.08387096774193549,221.46,36.46,,1924-01,BRITISH COLUMBIA,BELLA COOLA,1,31,BC,31,560.6,31,133.3,1924,7.8,52.371,1060840,,-17.2,-0.07,31,16,,380.1924.1
-126.685,52.370555555555555,,0,29,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,7.6,2.4827586206896552,147.78,25.6,,1924-02,BRITISH COLUMBIA,BELLA COOLA,2,29,BC,29,450,29,221.1,1924,10,52.371,1060840,,-6.1,1.49,29,19,,380.1924.2
-126.685,52.370555555555555,,0,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,1.3,4.135483870967742,112.05,4.99,,1924-03,BRITISH COLUMBIA,BELLA COOLA,3,31,BC,31,429.8,31,37.5,1924,13.3,52.371,1060840,,-5,4.78,31,9,,380.1924.3
-126.685,52.370555555555555,,0,30,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,2.5,5.723333333333334,98.63,0.4,,1924-04,BRITISH COLUMBIA,BELLA COOLA,4,30,BC,30,368.3,30,189.2,1924,21.1,52.371,1060840,,-3.3,8.18,30,17,,380.1924.4
-126.685,52.370555555555555,,0,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,11.477419354838709,68.68,,,1924-05,BRITISH COLUMBIA,BELLA COOLA,5,31,BC,31,202.2,31,30.9,1924,23.9,52.371,1060840,,0.6,11.79,31,7,,380.1924.5
-126.685,52.370555555555555,,0,30,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,14.14,66.46,,,1924-06,BRITISH COLUMBIA,BELLA COOLA,6,30,BC,30,115.8,30,116.9,1924,26.7,52.371,1060840,,4.4,14.67,30,10,,380.1924.6
-126.685,52.370555555555555,,10.6,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,15.812903225806451,50.5,,,1924-07,BRITISH COLUMBIA,BELLA COOLA,7,31,BC,31,78.4,31,83.1,1924,30.6,52.371,1060840,,6.7,17,31,9,,380.1924.7
-126.685,52.370555555555555,,6.8,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,15.564516129032258,64.46,,,1924-08,BRITISH COLUMBIA,BELLA COOLA,8,31,BC,31,82.3,31,220.9,1924,30.6,52.371,1060840,,5.6,16.8,31,12,,380.1924.8
-126.685,52.370555555555555,,1,30,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,12.916666666666666,111.63,,,1924-09,BRITISH COLUMBIA,BELLA COOLA,9,30,BC,30,153.5,30,149.3,1924,24.4,52.371,1060840,,2.2,13.16,30,14,,380.1924.9
-126.685,52.370555555555555,,0,30,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,8.45,235.08,2.3,,1924-10,BRITISH COLUMBIA,BELLA COOLA,10,31,BC,30,286.5,31,162.3,1924,17.2,52.371,1060840,,-1.1,8.01,30,17,,380.1924.10
-126.685,52.370555555555555,,0,30,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,7.6,1.6166666666666667,255.19,25.1,,1924-11,BRITISH COLUMBIA,BELLA COOLA,11,30,BC,30,491.5,30,184.6,1924,9.4,52.371,1060840,,-10,2.68,30,16,,380.1924.11
-126.685,52.370555555555555,,0,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,30.4,-2.964516129032258,199.83,38.9,,1924-12,BRITISH COLUMBIA,BELLA COOLA,12,31,BC,31,649.9,31,229.8,1924,11.1,52.371,1060840,,-21.1,-0.44,31,12,,380.1924.12
-126.685,52.370555555555555,,0,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,109.1,0.1032258064516129,221.46,36.46,,1925-01,BRITISH COLUMBIA,BELLA COOLA,1,31,BC,31,554.8,31,283.6,1925,6.7,52.371,1060840,,-11.1,-0.07,31,22,,380.1925.1
-126.685,52.370555555555555,,0,28,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,33,1.3785714285714286,147.78,25.6,,1925-02,BRITISH COLUMBIA,BELLA COOLA,2,28,BC,28,465.4,28,160.1,1925,7.2,52.371,1060840,,-7.8,1.49,28,16,,380.1925.2
-126.685,52.370555555555555,,0,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,5.1,3.1451612903225805,112.05,4.99,,1925-03,BRITISH COLUMBIA,BELLA COOLA,3,31,BC,31,460.5,31,291.2,1925,8.9,52.371,1060840,,-5,4.78,31,17,,380.1925.3
-126.685,52.370555555555555,,0,30,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,7.08,98.63,0.4,,1925-04,BRITISH COLUMBIA,BELLA COOLA,4,30,BC,30,327.6,30,43.9,1925,16.7,52.371,1060840,,-3.9,8.18,30,9,,380.1925.4
-126.685,52.370555555555555,,0,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,11.345161290322581,68.68,,,1925-05,BRITISH COLUMBIA,BELLA COOLA,5,31,BC,31,206.3,31,29.3,1925,26.1,52.371,1060840,,-1.1,11.79,31,7,,380.1925.5
-126.685,52.370555555555555,,5.4,30,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,13.46,66.46,,,1925-06,BRITISH COLUMBIA,BELLA COOLA,6,30,BC,30,141.6,30,50.1,1925,30.6,52.371,1060840,,2.2,14.67,30,8,,380.1925.6
-126.685,52.370555555555555,,3.7,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,15.606451612903227,50.5,,,1925-07,BRITISH COLUMBIA,BELLA COOLA,7,31,BC,31,77.9,31,23,1925,26.7,52.371,1060840,,5,17,31,7,,380.1925.7
-126.685,52.370555555555555,,12.8,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,15.825806451612904,64.46,,,1925-08,BRITISH COLUMBIA,BELLA COOLA,8,31,BC,31,80.2,31,89.9,1925,28.9,52.371,1060840,,6.7,16.8,31,10,,380.1925.8
-126.685,52.370555555555555,,0,30,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,12.84,111.63,,,1925-09,BRITISH COLUMBIA,BELLA COOLA,9,30,BC,30,154.8,30,29.6,1925,24.4,52.371,1060840,,1.1,13.16,30,6,,380.1925.9
-126.685,52.370555555555555,,0,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,25.4,7.503225806451613,235.08,2.3,,1925-10,BRITISH COLUMBIA,BELLA COOLA,10,31,BC,31,325.4,31,160.4,1925,22.8,52.371,1060840,,-2.8,8.01,31,12,,380.1925.10
-126.685,52.370555555555555,,0,30,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,1.3,3.4833333333333334,255.19,25.1,,1925-11,BRITISH COLUMBIA,BELLA COOLA,11,30,BC,30,435.5,30,183.3,1925,12.2,52.371,1060840,,-5.6,2.68,30,15,,380.1925.11
-126.685,52.370555555555555,,0,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,16.5,3.0903225806451613,199.83,38.9,,1925-12,BRITISH COLUMBIA,BELLA COOLA,12,31,BC,31,462.2,31,320.6,1925,11.7,52.371,1060840,,-5,-0.44,31,21,,380.1925.12
-126.685,52.370555555555555,,0,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,20.4,2.0258064516129033,221.46,36.46,,1926-01,BRITISH COLUMBIA,BELLA COOLA,1,31,BC,31,495.2,31,53.5,1926,12.2,52.371,1060840,,-5.6,-0.07,31,10,,380.1926.1
-126.685,52.370555555555555,,0,28,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,7.6,3.1607142857142856,147.78,25.6,,1926-02,BRITISH COLUMBIA,BELLA COOLA,2,28,BC,28,415.5,28,64.2,1926,13.9,52.371,1060840,,-6.1,1.49,28,14,,380.1926.2
-126.685,52.370555555555555,,0,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,6.193548387096774,112.05,4.99,,1926-03,BRITISH COLUMBIA,BELLA COOLA,3,31,BC,31,366,31,61.3,1926,19.4,52.371,1060840,,-3.9,4.78,31,7,,380.1926.3
-126.685,52.370555555555555,,0,30,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,9.52,98.63,0.4,,1926-04,BRITISH COLUMBIA,BELLA COOLA,4,30,BC,30,254.4,30,84.3,1926,21.7,52.371,1060840,,0.6,8.18,30,15,,380.1926.4
-126.685,52.370555555555555,,0.4,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,10.919354838709678,68.68,,,1926-05,BRITISH COLUMBIA,BELLA COOLA,5,31,BC,31,219.9,31,86.5,1926,26.1,52.371,1060840,,1.7,11.79,31,16,,380.1926.5
-126.685,52.370555555555555,,4.5,30,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,14.153333333333334,66.46,,,1926-06,BRITISH COLUMBIA,BELLA COOLA,6,30,BC,30,119.9,30,70.2,1926,26.7,52.371,1060840,,5,14.67,30,6,,380.1926.6
-126.685,52.370555555555555,,4.9,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,16.151612903225807,50.5,,,1926-07,BRITISH COLUMBIA,BELLA COOLA,7,31,BC,31,62.2,31,72.7,1926,26.7,52.371,1060840,,9.4,17,31,10,,380.1926.7
-126.685,52.370555555555555,,1.1,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,15.661290322580646,64.46,,,1926-08,BRITISH COLUMBIA,BELLA COOLA,8,31,BC,31,73.6,31,50.8,1926,28.3,52.371,1060840,,6.1,16.8,31,10,,380.1926.8
-126.685,52.370555555555555,,0,30,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,11.146666666666667,111.63,,,1926-09,BRITISH COLUMBIA,BELLA COOLA,9,30,BC,30,205.6,30,12.4,1926,25,52.371,1060840,,-3.9,13.16,30,3,,380.1926.9
-126.685,52.370555555555555,,0,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,8.55483870967742,235.08,2.3,,1926-10,BRITISH COLUMBIA,BELLA COOLA,10,31,BC,31,292.8,31,231.6,1926,16.1,52.371,1060840,,-2.2,8.01,31,17,,380.1926.10
-126.685,52.370555555555555,,0,30,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,11.4,3.8733333333333335,255.19,25.1,,1926-11,BRITISH COLUMBIA,BELLA COOLA,11,30,BC,30,423.8,30,92.5,1926,12.2,52.371,1060840,,-2.8,2.68,30,13,,380.1926.11
-126.685,52.370555555555555,,0,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,67.3,-0.03225806451612903,199.83,38.9,,1926-12,BRITISH COLUMBIA,BELLA COOLA,12,31,BC,31,559,31,333.5,1926,10.6,52.371,1060840,,-12.2,-0.44,31,19,,380.1926.12
-126.685,52.370555555555555,,0,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,61,-2.632258064516129,221.46,36.46,,1927-01,BRITISH COLUMBIA,BELLA COOLA,1,31,BC,31,639.6,31,126.7,1927,5.6,52.371,1060840,,-17.8,-0.07,31,12,,380.1927.1
-126.685,52.370555555555555,,0,28,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,-0.14285714285714285,147.78,25.6,,1927-02,BRITISH COLUMBIA,BELLA COOLA,2,28,BC,28,508,28,64.1,1927,7.8,52.371,1060840,,-17.2,1.49,28,7,,380.1927.2
-126.685,52.370555555555555,,0,31,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,12.7,3.325806451612903,112.05,4.99,,1927-03,BRITISH COLUMBIA,BELLA COOLA,3,31,BC,31,454.9,31,180.4,1927,11.7,52.371,1060840,,-3.3,4.78,31,14,,380.1927.3
-126.685,52.370555555555555,,0,30,2014-07-31 11:48:03,COLOMBIE-BRITANNIQUE,-126.685,0,4.803333333333334,98.63,0.4,,1927-04,BRITISH COLUMBIA,BELLA COOLA,4,30,BC,30,395.9,30,139.8,1927,16.7,52.371,1060840,,-5,8.18,30,13,,380.1927.4
