x,y,FRE_PROVINCE_NAME,MAX_TEMPERATURE,DAYS_WITH_VALID_SUNSHINE,LONGITUDE,COOLING_DEGREE_DAYS,BRIGHT_SUNSHINE,LOCAL_YEAR,ID,NORMAL_MEAN_TEMPERATURE,DAYS_WITH_PRECIP_GE_1MM,NORMAL_PRECIPITATION,DAYS_WITH_VALID_MAX_TEMP,MEAN_TEMPERATURE,LOCAL_DATE,TOTAL_SNOWFALL,LOCAL_MONTH,NORMAL_SNOWFALL,DAYS_WITH_VALID_PRECIP,CLIMATE_IDENTIFIER,STATION_NAME,DAYS_WITH_VALID_SNOWFALL,SNOW_ON_GROUND_LAST_DAY,ENG_PROVINCE_NAME,TOTAL_PRECIPITATION,PROVINCE_CODE,DAYS_WITH_VALID_MEAN_TEMP,NORMAL_SUNSHINE,LATITUDE,LAST_UPDATED,DAYS_WITH_VALID_MIN_TEMP,MIN_TEMPERATURE,HEATING_DEGREE_DAYS
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1947,571.1947.3,,2,,0,,1947-03,0,3,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,11.3,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1947,571.1947.4,,4,,0,,1947-04,0,4,,30,1090990,BRIDGE RIVER,30,,BRITISH COLUMBIA,9.9,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1947,571.1947.5,,6,,0,,1947-05,0,5,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,28.4,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1947,571.1947.6,,7,,0,,1947-06,0,6,,30,1090990,BRIDGE RIVER,30,,BRITISH COLUMBIA,37.9,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1947,571.1947.7,,6,,0,,1947-07,0,7,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,20.6,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1947,571.1947.8,,4,,0,,1947-08,0,8,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,9.5,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1947,571.1947.9,,6,,0,,1947-09,0,9,,30,1090990,BRIDGE RIVER,30,,BRITISH COLUMBIA,39.7,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1947,571.1947.10,,14,,0,,1947-10,0,10,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,109.2,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1947,571.1947.11,,5,,0,,1947-11,0,11,,30,1090990,BRIDGE RIVER,30,,BRITISH COLUMBIA,18.8,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1947,571.1947.12,,17,,0,,1947-12,20.3,12,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,162.7,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1948,571.1948.1,,10,,0,,1948-01,20.8,1,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,84,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1948,571.1948.2,,9,,0,,1948-02,87.7,2,,29,1090990,BRIDGE RIVER,29,,BRITISH COLUMBIA,102.3,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1948,571.1948.3,,7,,0,,1948-03,5.1,3,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,47.1,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1948,571.1948.4,,3,,0,,1948-04,0,4,,30,1090990,BRIDGE RIVER,30,,BRITISH COLUMBIA,10.1,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1948,571.1948.5,,8,,0,,1948-05,0,5,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,26,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1948,571.1948.6,,8,,0,,1948-06,0,6,,30,1090990,BRIDGE RIVER,30,,BRITISH COLUMBIA,28,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1948,571.1948.7,,5,,0,,1948-07,0,7,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,18.8,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1948,571.1948.8,,10,,0,,1948-08,0,8,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,73.9,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1948,571.1948.9,,7,,0,,1948-09,0,9,,30,1090990,BRIDGE RIVER,30,,BRITISH COLUMBIA,36.2,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1948,571.1948.10,,6,,0,,1948-10,0,10,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,37.6,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1948,571.1948.11,,4,,0,,1948-11,30.5,11,,30,1090990,BRIDGE RIVER,30,,BRITISH COLUMBIA,76,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1948,571.1948.12,,10,,0,,1948-12,31.8,12,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,50.1,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1949,571.1949.1,,5,,0,,1949-01,15.1,1,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,16.9,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1949,571.1949.2,,8,,0,,1949-02,45,2,,28,1090990,BRIDGE RIVER,28,,BRITISH COLUMBIA,45,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1949,571.1949.3,,4,,0,,1949-03,0,3,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,7.2,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1949,571.1949.4,,7,,0,,1949-04,0,4,,30,1090990,BRIDGE RIVER,30,,BRITISH COLUMBIA,24.6,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1949,571.1949.5,,6,,0,,1949-05,0,5,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,17.2,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1949,571.1949.6,,4,,0,,1949-06,0,6,,30,1090990,BRIDGE RIVER,30,,BRITISH COLUMBIA,22.8,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1949,571.1949.7,,5,,0,,1949-07,0,7,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,38.7,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1949,571.1949.8,,7,,0,,1949-08,0,8,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,24.5,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1949,571.1949.9,,5,,0,,1949-09,0,9,,30,1090990,BRIDGE RIVER,30,,BRITISH COLUMBIA,12.6,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1949,571.1949.10,,8,,0,,1949-10,0,10,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,59.6,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1949,571.1949.11,,9,,0,,1949-11,0,11,,30,1090990,BRIDGE RIVER,30,,BRITISH COLUMBIA,112.1,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1949,571.1949.12,,11,,0,,1949-12,100.1,12,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,139.7,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1950,571.1950.1,,6,,0,,1950-01,56.2,1,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,56.2,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1950,571.1950.2,,11,,0,,1950-02,48,2,,28,1090990,BRIDGE RIVER,28,,BRITISH COLUMBIA,96.4,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1950,571.1950.3,,6,,0,,1950-03,1.8,3,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,29.4,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1950,571.1950.4,,5,,0,,1950-04,0,4,,30,1090990,BRIDGE RIVER,30,,BRITISH COLUMBIA,34.6,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1950,571.1950.5,,4,,0,,1950-05,0,5,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,15,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1950,571.1950.6,,4,,0,,1950-06,0,6,,30,1090990,BRIDGE RIVER,30,,BRITISH COLUMBIA,42.9,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1950,571.1950.7,,5,,0,,1950-07,0,7,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,10.4,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1950,571.1950.8,,4,,0,,1950-08,0,8,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,15,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1950,571.1950.9,,4,,0,,1950-09,0,9,,30,1090990,BRIDGE RIVER,30,,BRITISH COLUMBIA,17.3,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1950,571.1950.10,,13,,0,,1950-10,0,10,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,128.9,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1950,571.1950.11,,12,,0,,1950-11,42.2,11,,30,1090990,BRIDGE RIVER,30,,BRITISH COLUMBIA,112.4,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1950,571.1950.12,,17,,0,,1950-12,23,12,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,101.1,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1951,571.1951.1,,12,,0,,1951-01,99.8,1,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,140.9,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1951,571.1951.2,,12,,0,,1951-02,47.1,2,,28,1090990,BRIDGE RIVER,28,,BRITISH COLUMBIA,102,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1951,571.1951.3,,5,,0,,1951-03,1.8,3,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,23.4,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1951,571.1951.4,,0,,0,,1951-04,0,4,,30,1090990,BRIDGE RIVER,30,,BRITISH COLUMBIA,0,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1951,571.1951.5,,4,,0,,1951-05,0,5,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,13.3,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1951,571.1951.6,,4,,0,,1951-06,0,6,,30,1090990,BRIDGE RIVER,30,,BRITISH COLUMBIA,14.7,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1951,571.1951.7,,3,,0,,1951-07,0,7,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,21.5,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1951,571.1951.8,,6,,0,,1951-08,0,8,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,23.7,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1951,571.1951.9,,6,,0,,1951-09,0,9,,30,1090990,BRIDGE RIVER,30,,BRITISH COLUMBIA,25.2,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1951,571.1951.10,,14,,0,,1951-10,0,10,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,77.2,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1951,571.1951.11,,10,,0,,1951-11,3.8,11,,30,1090990,BRIDGE RIVER,30,,BRITISH COLUMBIA,46.9,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1951,571.1951.12,,11,,0,,1951-12,38.9,12,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,69.2,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1953,571.1953.1,,22,,0,,1953-01,107.6,1,,31,1090990,BRIDGE RIVER,31,,BRITISH COLUMBIA,156.5,BC,0,,50.733,2014-07-31 11:48:13,0,,
-122.21666666666667,50.733333333333334,COLOMBIE-BRITANNIQUE,,,-122.217,,,1953,571.1953.2,,7,,0,,1953-02,0,2,,28,1090990,BRIDGE RIVER,28,,BRITISH COLUMBIA,41.8,BC,0,,50.733,2014-07-31 11:48:13,0,,
-121.45,53.28333333333333,COLOMBIE-BRITANNIQUE,16.1,,-121.450,0,,1974,564.1974.4,,2,,5,7.58,1974-04,0,4,,6,1090R0R,BOWRON LAKE,6,,BRITISH COLUMBIA,13.8,BC,5,,53.283,2014-07-31 11:48:13,5,-2.2,52.1
-121.45,53.28333333333333,COLOMBIE-BRITANNIQUE,18.9,,-121.450,0,,1974,564.1974.5,,16,,31,6.122580645161291,1974-05,2,5,,31,1090R0R,BOWRON LAKE,31,,BRITISH COLUMBIA,68.1,BC,31,,53.283,2014-07-31 11:48:13,31,-3.3,368.2
-121.45,53.28333333333333,COLOMBIE-BRITANNIQUE,28.3,,-121.450,0,,1974,564.1974.6,,9,,30,11.183333333333334,1974-06,0.8,6,,30,1090R0R,BOWRON LAKE,30,,BRITISH COLUMBIA,42.4,BC,30,,53.283,2014-07-31 11:48:13,30,-1.1,204.5
-121.45,53.28333333333333,COLOMBIE-BRITANNIQUE,27.2,,-121.450,0,,1974,564.1974.7,,14,,31,11.619354838709677,1974-07,0,7,,31,1090R0R,BOWRON LAKE,31,,BRITISH COLUMBIA,111.9,BC,31,,53.283,2014-07-31 11:48:13,31,1.1,197.8
-121.45,53.28333333333333,COLOMBIE-BRITANNIQUE,32.2,,-121.450,3.1,,1974,564.1974.8,,3,,31,13.816129032258065,1974-08,0,8,,31,1090R0R,BOWRON LAKE,31,,BRITISH COLUMBIA,26.7,BC,31,,53.283,2014-07-31 11:48:13,31,0,132.8
-121.45,53.28333333333333,COLOMBIE-BRITANNIQUE,27.8,,-121.450,0,,1974,564.1974.9,,9,,30,11.603333333333333,1974-09,0,9,,30,1090R0R,BOWRON LAKE,30,,BRITISH COLUMBIA,66.7,BC,30,,53.283,2014-07-31 11:48:13,30,-0.6,191.9
-121.45,53.28333333333333,COLOMBIE-BRITANNIQUE,20.6,,-121.450,0,,1974,564.1974.10,,8,,23,5.756521739130434,1974-10,8.6,10,,23,1090R0R,BOWRON LAKE,31,,BRITISH COLUMBIA,44.4,BC,23,,53.283,2014-07-31 11:48:13,23,-4.4,281.6
-121.45,53.28333333333333,COLOMBIE-BRITANNIQUE,7.2,,-121.450,0,,1974,564.1974.11,,9,,30,-2.38,1974-11,32.5,11,,30,1090R0R,BOWRON LAKE,30,,BRITISH COLUMBIA,43.1,BC,30,,53.283,2014-07-31 11:48:13,30,-18.3,611.4
-121.45,53.28333333333333,COLOMBIE-BRITANNIQUE,6.1,,-121.450,0,,1974,564.1974.12,,17,,31,-2.8451612903225807,1974-12,61.1,12,,31,1090R0R,BOWRON LAKE,31,,BRITISH COLUMBIA,77.6,BC,31,,53.283,2014-07-31 11:48:13,31,-20.6,646.2
-121.45,53.28333333333333,COLOMBIE-BRITANNIQUE,5.6,,-121.450,0,,1975,564.1975.1,,14,,31,-9.096774193548388,1975-01,50.5,1,,31,1090R0R,BOWRON LAKE,31,,BRITISH COLUMBIA,89.4,BC,31,,53.283,2014-07-31 11:48:13,31,-39.4,840
-121.45,53.28333333333333,COLOMBIE-BRITANNIQUE,5.6,,-121.450,0,,1975,564.1975.2,,9,,28,-11.403571428571428,1975-02,49.1,2,,28,1090R0R,BOWRON LAKE,28,,BRITISH COLUMBIA,49.1,BC,28,,53.283,2014-07-31 11:48:13,28,-31.7,823.3
-121.45,53.28333333333333,COLOMBIE-BRITANNIQUE,7.2,,-121.450,0,,1975,564.1975.3,,12,,31,-4.52258064516129,1975-03,40.7,3,,31,1090R0R,BOWRON LAKE,31,,BRITISH COLUMBIA,43.2,BC,31,,53.283,2014-07-31 11:48:13,31,-22.2,698.2
-121.45,53.28333333333333,COLOMBIE-BRITANNIQUE,18.3,,-121.450,0,,1975,564.1975.4,,5,,30,1.8066666666666666,1975-04,5.5,4,,30,1090R0R,BOWRON LAKE,30,,BRITISH COLUMBIA,24.5,BC,30,,53.283,2014-07-31 11:48:13,30,-18.9,485.8
-121.45,53.28333333333333,COLOMBIE-BRITANNIQUE,23.3,,-121.450,0,,1975,564.1975.5,,7,,31,6.716129032258064,1975-05,0.5,5,,31,1090R0R,BOWRON LAKE,31,,BRITISH COLUMBIA,35.8,BC,31,,53.283,2014-07-31 11:48:13,31,-7.8,349.8
-121.45,53.28333333333333,COLOMBIE-BRITANNIQUE,26.7,,-121.450,0,,1975,564.1975.6,,12,,30,10.42,1975-06,0,6,,30,1090R0R,BOWRON LAKE,30,,BRITISH COLUMBIA,75.4,BC,30,,53.283,2014-07-31 11:48:13,30,0,227.4
-121.45,53.28333333333333,COLOMBIE-BRITANNIQUE,33.3,,-121.450,2.8,,1975,564.1975.7,,7,,31,13.616129032258064,1975-07,0,7,,31,1090R0R,BOWRON LAKE,31,,BRITISH COLUMBIA,117.6,BC,31,,53.283,2014-07-31 11:48:13,31,0,138.7
-121.45,53.28333333333333,COLOMBIE-BRITANNIQUE,25.6,,-121.450,0,,1975,564.1975.8,,15,,31,10.438709677419356,1975-08,0,8,,31,1090R0R,BOWRON LAKE,31,,BRITISH COLUMBIA,104,BC,31,,53.283,2014-07-31 11:48:13,31,0.6,234.4
-121.45,53.28333333333333,COLOMBIE-BRITANNIQUE,27.2,,-121.450,0,,1975,564.1975.9,,5,,30,12.136666666666667,1975-09,0,9,,30,1090R0R,BOWRON LAKE,30,,BRITISH COLUMBIA,43.9,BC,30,,53.283,2014-07-31 11:48:13,30,-2.2,175.9
-121.45,53.28333333333333,COLOMBIE-BRITANNIQUE,27.2,,-121.450,0,,1975,564.1975.10,,16,,31,4.241935483870968,1975-10,17.3,10,,31,1090R0R,BOWRON LAKE,31,,BRITISH COLUMBIA,130.3,BC,31,,53.283,2014-07-31 11:48:13,31,-5.6,426.5
