x,y,DAYS_WITH_VALID_SUNSHINE,FRE_PROVINCE_NAME,CLIMATE_IDENTIFIER,HEATING_DEGREE_DAYS,TOTAL_PRECIPITATION,DAYS_WITH_VALID_PRECIP,ENG_PROVINCE_NAME,LOCAL_YEAR,PROVINCE_CODE,DAYS_WITH_PRECIP_GE_1MM,SNOW_ON_GROUND_LAST_DAY,DAYS_WITH_VALID_MAX_TEMP,TOTAL_SNOWFALL,NORMAL_SNOWFALL,NORMAL_SUNSHINE,BRIGHT_SUNSHINE,MEAN_TEMPERATURE,LOCAL_MONTH,ID,LATITUDE,NORMAL_MEAN_TEMPERATURE,NORMAL_PRECIPITATION,STATION_NAME,COOLING_DEGREE_DAYS,DAYS_WITH_VALID_MEAN_TEMP,LAST_UPDATED,DAYS_WITH_VALID_MIN_TEMP,DAYS_WITH_VALID_SNOWFALL,LONGITUDE,LOCAL_DATE,MAX_TEMPERATURE,MIN_TEMPERATURE
-119.45,59.18333333333333,,ALBERTA,3070230,69.2,48.2,31,ALBERTA,2000,AB,9,,31,0,,,,16.09032258064516,7,2650.2000.7,59.183,,,AMBER LO,10,31,2014-07-31 11:49:54,31,31,-119.450,2000-07,28,5
-119.45,59.18333333333333,,ALBERTA,3070230,72.2,51.2,15,ALBERTA,2000,AB,8,,15,0,,,,13.853333333333333,8,2650.2000.8,59.183,,,AMBER LO,10,15,2014-07-31 11:49:54,16,15,-119.450,2000-08,29,3
-119.45,59.18333333333333,,ALBERTA,3070230,139,57.2,30,ALBERTA,2001,AB,11,0,30,0,,,,13.383333333333333,6,2650.2001.6,59.183,,,AMBER LO,0.5,30,2014-07-31 11:49:54,30,30,-119.450,2001-06,25,2
-119.45,59.18333333333333,,ALBERTA,3070230,68.4,116,31,ALBERTA,2001,AB,18,0,31,0,,,,15.80967741935484,7,2650.2001.7,59.183,,,AMBER LO,0.5,31,2014-07-31 11:49:54,31,31,-119.450,2001-07,26,8
-119.45,59.18333333333333,,ALBERTA,3070230,35.2,17.6,16,ALBERTA,2001,AB,7,,16,0,,,,16.1125,8,2650.2001.8,59.183,,,AMBER LO,5,16,2014-07-31 11:49:54,17,16,-119.450,2001-08,28,8
-119.45,59.18333333333333,,ALBERTA,3070230,145.4,14.4,15,ALBERTA,2002,AB,5,0,15,0,,,,7.614285714285714,5,2650.2002.5,59.183,,,AMBER LO,0,14,2014-07-31 11:49:54,14,15,-119.450,2002-05,23,-3.5
-119.45,59.18333333333333,,ALBERTA,3070230,94.3,48.5,30,ALBERTA,2002,AB,7,0,30,0,,,,14.983333333333333,6,2650.2002.6,59.183,,,AMBER LO,3.8,30,2014-07-31 11:49:54,30,30,-119.450,2002-06,28,2.5
-119.45,59.18333333333333,,ALBERTA,3070230,99.8,123.9,31,ALBERTA,2002,AB,18,0,31,0,,,,15.151612903225807,7,2650.2002.7,59.183,,,AMBER LO,11.5,31,2014-07-31 11:49:54,31,31,-119.450,2002-07,28.5,4
-119.45,59.18333333333333,,ALBERTA,3070230,30.5,0,10,ALBERTA,2003,AB,0,0,10,0,,,,14.61111111111111,5,2650.2003.5,59.183,,,AMBER LO,0,9,2014-07-31 11:49:54,9,10,-119.450,2003-05,26,4
-119.45,59.18333333333333,,ALBERTA,3070230,166.4,21.6,30,ALBERTA,2003,AB,8,0,30,1.9,,,,12.503333333333334,6,2650.2003.6,59.183,,,AMBER LO,1.5,30,2014-07-31 11:49:54,30,30,-119.450,2003-06,27,0
-119.45,59.18333333333333,,ALBERTA,3070230,60,75.8,31,ALBERTA,2003,AB,11,0,31,0,,,,16.77741935483871,7,2650.2003.7,59.183,,,AMBER LO,22.1,31,2014-07-31 11:49:54,31,31,-119.450,2003-07,30,4
-119.45,59.18333333333333,,ALBERTA,3070230,74.4,28.4,13,ALBERTA,2003,AB,6,0,13,0,,,,12.276923076923078,8,2650.2003.8,59.183,,,AMBER LO,0,13,2014-07-31 11:49:54,14,13,-119.450,2003-08,25,1
-119.45,59.18333333333333,,ALBERTA,3070230,138.1,22.2,14,ALBERTA,2004,AB,5,0,14,0,,,,7.376923076923077,5,2650.2004.5,59.183,,,AMBER LO,0,13,2014-07-31 11:49:54,13,14,-119.450,2004-05,19,-1.5
-119.45,59.18333333333333,,ALBERTA,3070230,112.7,19.8,30,ALBERTA,2004,AB,3,0,30,0,,,,14.46,6,2650.2004.6,59.183,,,AMBER LO,6.5,30,2014-07-31 11:49:54,30,30,-119.450,2004-06,29,2
-119.45,59.18333333333333,,ALBERTA,3070230,48.2,82.6,31,ALBERTA,2004,AB,6,0,31,0,,,,17.06774193548387,7,2650.2004.7,59.183,,,AMBER LO,19.3,31,2014-07-31 11:49:54,31,31,-119.450,2004-07,31,4
-119.45,59.18333333333333,,ALBERTA,3070230,75.9,10.2,22,ALBERTA,2004,AB,3,0,22,0,,,,14.8,8,2650.2004.8,59.183,,,AMBER LO,5.5,22,2014-07-31 11:49:54,23,31,-119.450,2004-08,28,0
-119.45,59.18333333333333,,ALBERTA,3070230,113.7,81.6,31,ALBERTA,2005,AB,4,0,19,0,,,,11.988888888888889,5,2650.2005.5,59.183,,,AMBER LO,5.5,18,2014-07-31 11:49:54,18,31,-119.450,2005-05,32,-3
-119.45,59.18333333333333,,ALBERTA,3070230,153,49.8,30,ALBERTA,2005,AB,9,0,30,0,,,,12.9,6,2650.2005.6,59.183,,,AMBER LO,0,30,2014-07-31 11:49:54,30,30,-119.450,2005-06,25,2
-119.45,59.18333333333333,,ALBERTA,3070230,115.4,87.8,31,ALBERTA,2005,AB,19,0,31,0,,,,14.30967741935484,7,2650.2005.7,59.183,,,AMBER LO,1,31,2014-07-31 11:49:54,31,31,-119.450,2005-07,26,4
-119.45,59.18333333333333,,ALBERTA,3070230,44.4,35.2,11,ALBERTA,2005,AB,6,0,11,0,,,,13.963636363636363,8,2650.2005.8,59.183,,,AMBER LO,0,11,2014-07-31 11:49:54,12,31,-119.450,2005-08,24,6
-119.45,59.18333333333333,,ALBERTA,3070230,81.6,12.8,10,ALBERTA,2006,AB,4,,10,0,,,,8.933333333333334,5,2650.2006.5,59.183,,,AMBER LO,0,9,2014-07-31 11:49:54,9,10,-119.450,2006-05,22,2
-119.45,59.18333333333333,,ALBERTA,3070230,,,0,ALBERTA,2007,AB,,,0,,,,,,5,2650.2007.5,59.183,,,AMBER LO,,0,2014-07-31 11:49:54,1,0,-119.450,2007-05,,0.5
-119.45,59.18333333333333,,ALBERTA,3070230,140.1,138.4,30,ALBERTA,2007,AB,14,0,30,0,,,,13.423333333333334,6,2650.2007.6,59.183,,,AMBER LO,2.8,30,2014-07-31 11:49:54,30,30,-119.450,2007-06,27,0
-119.45,59.18333333333333,,ALBERTA,3070230,65.2,161.6,30,ALBERTA,2007,AB,21,0,29,0,,,,16.48148148148148,7,2650.2007.7,59.183,,,AMBER LO,24.2,27,2014-07-31 11:49:54,29,30,-119.450,2007-07,31.5,7
-119.45,59.18333333333333,,ALBERTA,3070230,14.5,47,30,ALBERTA,2007,AB,7,,7,0,,,,15.928571428571429,8,2650.2007.8,59.183,,,AMBER LO,0,7,2014-07-31 11:49:54,8,30,-119.450,2007-08,25,3
-119.45,59.18333333333333,,ALBERTA,3070230,,0,4,ALBERTA,2008,AB,0,,0,0,,,,,5,2650.2008.5,59.183,,,AMBER LO,,0,2014-07-31 11:49:54,2,4,-119.450,2008-05,,0.5
-119.45,59.18333333333333,,ALBERTA,3070230,,86.3,28,ALBERTA,2008,AB,14,,1,0,,,,,6,2650.2008.6,59.183,,,AMBER LO,,0,2014-07-31 11:49:54,0,28,-119.450,2008-06,22.5,
-119.45,59.18333333333333,,ALBERTA,3070230,14.4,121.6,30,ALBERTA,2008,AB,14,,1,0,,,,14.4,7,2650.2008.7,59.183,,,AMBER LO,0,4,2014-07-31 11:49:54,1,30,-119.450,2008-07,17.5,8.5
-119.45,59.18333333333333,,ALBERTA,3070230,9.5,5.4,7,ALBERTA,2008,AB,3,,0,0,,,,14.833333333333334,8,2650.2008.8,59.183,,,AMBER LO,0,3,2014-07-31 11:49:54,1,7,-119.450,2008-08,,9
-119.45,59.18333333333333,,ALBERTA,3070230,11,22,8,ALBERTA,2009,AB,3,,1,0,,,,7,5,2650.2009.5,59.183,,,AMBER LO,0,1,2014-07-31 11:49:54,1,8,-119.450,2009-05,10.5,-5
-119.45,59.18333333333333,,ALBERTA,3070230,34.1,54.2,21,ALBERTA,2009,AB,8,,1,0,,,,11.18,6,2650.2009.6,59.183,,,AMBER LO,0,5,2014-07-31 11:49:54,1,21,-119.450,2009-06,12,2
-119.45,59.18333333333333,,ALBERTA,3070230,34.5,59,19,ALBERTA,2009,AB,12,,0,0,,,,13.6875,7,2650.2009.7,59.183,,,AMBER LO,0,8,2014-07-31 11:49:54,1,19,-119.450,2009-07,,6
-119.45,59.18333333333333,,ALBERTA,3070230,,74.6,10,ALBERTA,2009,AB,6,,0,0,,,,,8,2650.2009.8,59.183,,,AMBER LO,,0,2014-07-31 11:49:54,2,10,-119.450,2009-08,,6.5
-119.45,59.18333333333333,,ALBERTA,3070230,5.7,4.2,10,ALBERTA,2010,AB,1,,1,0,,,,12.3,5,2650.2010.5,59.183,,,AMBER LO,0,1,2014-07-31 11:49:54,1,10,-119.450,2010-05,22.5,-4
-119.45,59.18333333333333,,ALBERTA,3070230,48.4,75.8,24,ALBERTA,2010,AB,15,,1,0,,,,12.622222222222222,6,2650.2010.6,59.183,,,AMBER LO,0,9,2014-07-31 11:49:54,1,24,-119.450,2010-06,14,7
-119.45,59.18333333333333,,ALBERTA,3070230,30.7,110.2,19,ALBERTA,2010,AB,16,,0,0,,,,14.588888888888889,7,2650.2010.7,59.183,,,AMBER LO,0,9,2014-07-31 11:49:54,1,19,-119.450,2010-07,,5
-119.45,59.18333333333333,,ALBERTA,3070230,5.9,12.8,10,ALBERTA,2010,AB,4,,5,0,,,,16.925,8,2650.2010.8,59.183,,,AMBER LO,1.6,4,2014-07-31 11:49:54,6,10,-119.450,2010-08,24.5,5.5
-119.45,59.18333333333333,,ALBERTA,3070230,,0.6,6,ALBERTA,2011,AB,0,,6,0,,,,,5,2650.2011.5,59.183,,,AMBER LO,,0,2014-07-31 11:49:54,7,6,-119.450,2011-05,21,0
-119.45,59.18333333333333,,ALBERTA,3070230,8.2,73.4,27,ALBERTA,2011,AB,14,,27,0,,,,13.9,6,2650.2011.6,59.183,,,AMBER LO,0,2,2014-07-31 11:49:54,27,27,-119.450,2011-06,24.5,-3
-119.45,59.18333333333333,,ALBERTA,3070230,35,91.4,27,ALBERTA,2011,AB,14,,27,0,,,,15.191666666666666,7,2650.2011.7,59.183,,,AMBER LO,1.3,12,2014-07-31 11:49:54,27,27,-119.450,2011-07,26,5
-119.45,59.18333333333333,,ALBERTA,3070230,,36.8,16,ALBERTA,2011,AB,7,,16,0,,,,,8,2650.2011.8,59.183,,,AMBER LO,,0,2014-07-31 11:49:54,16,16,-119.450,2011-08,25.5,5
-118.68333333333334,58.7,,ALBERTA,3070310,79.8,53.7,31,ALBERTA,1961,AB,6,,31,0,,,,15.929032258064517,8,2651.1961.8,58.700,,,ASSUMPTION,15.6,31,2014-07-31 11:49:54,31,31,-118.683,1961-08,31.1,0
-118.68333333333334,58.7,,ALBERTA,3070310,323.8,43.8,30,ALBERTA,1961,AB,9,,30,0,,,,7.206666666666667,9,2651.1961.9,58.700,,,ASSUMPTION,0,30,2014-07-31 11:49:54,30,30,-118.683,1961-09,25,-8.9
-118.68333333333334,58.7,,ALBERTA,3070310,586.7,52.4,31,ALBERTA,1961,AB,6,,31,50.4,,,,-0.9258064516129032,10,2651.1961.10,58.700,,,ASSUMPTION,0,31,2014-07-31 11:49:54,31,31,-118.683,1961-10,23.9,-23.3
-118.68333333333334,58.7,,ALBERTA,3070310,927.2,17.2,30,ALBERTA,1961,AB,5,,30,17.2,,,,-12.906666666666666,11,2651.1961.11,58.700,,,ASSUMPTION,0,30,2014-07-31 11:49:54,30,30,-118.683,1961-11,8.3,-42.8
-118.68333333333334,58.7,,ALBERTA,3070310,1428.4,17.9,31,ALBERTA,1961,AB,6,,31,17.9,,,,-28.07741935483871,12,2651.1961.12,58.700,,,ASSUMPTION,0,31,2014-07-31 11:49:54,31,31,-118.683,1961-12,-11.1,-48.9
-118.68333333333334,58.7,,ALBERTA,3070310,1172.6,28.1,31,ALBERTA,1962,AB,8,,31,28.1,,,,-19.825806451612902,1,2651.1962.1,58.700,,,ASSUMPTION,0,31,2014-07-31 11:49:54,31,31,-118.683,1962-01,5,-47.8
-118.68333333333334,58.7,,ALBERTA,3070310,1113.7,20.4,28,ALBERTA,1962,AB,1,,28,20.4,,,,-21.775,2,2651.1962.2,58.700,,,ASSUMPTION,0,28,2014-07-31 11:49:54,28,28,-118.683,1962-02,-1.7,-45
-118.68333333333334,58.7,,ALBERTA,3070310,986.5,24.4,31,ALBERTA,1962,AB,7,,31,24.4,,,,-13.82258064516129,3,2651.1962.3,58.700,,,ASSUMPTION,0,31,2014-07-31 11:49:54,31,31,-118.683,1962-03,10.6,-44.4
-118.68333333333334,58.7,,ALBERTA,3070310,513.6,27.1,30,ALBERTA,1962,AB,8,,30,15.5,,,,0.88,4,2651.1962.4,58.700,,,ASSUMPTION,0,30,2014-07-31 11:49:54,30,30,-118.683,1962-04,13.3,-23.9
-118.68333333333334,58.7,,ALBERTA,3070310,319.2,40.4,31,ALBERTA,1962,AB,11,,31,5,,,,7.703225806451613,5,2651.1962.5,58.700,,,ASSUMPTION,0,31,2014-07-31 11:49:54,31,31,-118.683,1962-05,23.9,-5
-118.68333333333334,58.7,,ALBERTA,3070310,130.8,162.8,30,ALBERTA,1962,AB,13,,30,0,,,,13.68,6,2651.1962.6,58.700,,,ASSUMPTION,1.2,30,2014-07-31 11:49:54,30,30,-118.683,1962-06,26.7,0
-118.68333333333334,58.7,,ALBERTA,3070310,87,109,31,ALBERTA,1962,AB,12,,31,0,,,,15.629032258064516,7,2651.1962.7,58.700,,,ASSUMPTION,13.5,31,2014-07-31 11:49:54,31,31,-118.683,1962-07,31.1,2.2
-118.68333333333334,58.7,,ALBERTA,3070310,101.9,85.7,31,ALBERTA,1962,AB,14,,31,0,,,,14.825806451612904,8,2651.1962.8,58.700,,,ASSUMPTION,3.5,31,2014-07-31 11:49:54,31,31,-118.683,1962-08,26.7,2.2
-118.68333333333334,58.7,,ALBERTA,3070310,286.2,47.2,30,ALBERTA,1962,AB,8,,30,0,,,,8.46,9,2651.1962.9,58.700,,,ASSUMPTION,0,30,2014-07-31 11:49:54,30,30,-118.683,1962-09,24.4,-3.9
-118.68333333333334,58.7,,ALBERTA,3070310,437.2,15.4,31,ALBERTA,1962,AB,4,,31,5.3,,,,3.8967741935483873,10,2651.1962.10,58.700,,,ASSUMPTION,0,31,2014-07-31 11:49:54,31,31,-118.683,1962-10,16.7,-6.1
-118.68333333333334,58.7,,ALBERTA,3070310,824.4,12.6,30,ALBERTA,1962,AB,4,,30,9.9,,,,-9.48,11,2651.1962.11,58.700,,,ASSUMPTION,0,30,2014-07-31 11:49:54,30,30,-118.683,1962-11,10,-32.2
-118.68333333333334,58.7,,ALBERTA,3070310,1090.5,23.5,31,ALBERTA,1962,AB,9,,31,23.5,,,,-17.177419354838708,12,2651.1962.12,58.700,,,ASSUMPTION,0,31,2014-07-31 11:49:54,31,31,-118.683,1962-12,-1.1,-42.2
-118.68333333333334,58.7,,ALBERTA,3070310,1272.6,12.3,31,ALBERTA,1963,AB,3,,31,12.3,,,,-23.051612903225806,1,2651.1963.1,58.700,,,ASSUMPTION,0,31,2014-07-31 11:49:54,31,31,-118.683,1963-01,0,-43.9
-118.68333333333334,58.7,,ALBERTA,3070310,971.7,33.9,28,ALBERTA,1963,AB,10,,28,33.9,,,,-16.70357142857143,2,2651.1963.2,58.700,,,ASSUMPTION,0,28,2014-07-31 11:49:54,28,28,-118.683,1963-02,4.4,-46.7
-118.68333333333334,58.7,,ALBERTA,3070310,932.1,54.9,31,ALBERTA,1963,AB,9,,31,54.9,,,,-12.067741935483872,3,2651.1963.3,58.700,,,ASSUMPTION,0,31,2014-07-31 11:49:54,31,31,-118.683,1963-03,7.2,-36.7
-118.68333333333334,58.7,,ALBERTA,3070310,516,3.8,30,ALBERTA,1963,AB,1,,30,3,,,,0.8,4,2651.1963.4,58.700,,,ASSUMPTION,0,30,2014-07-31 11:49:54,30,30,-118.683,1963-04,17.8,-26.1
-118.68333333333334,58.7,,ALBERTA,3070310,315.6,22.9,31,ALBERTA,1963,AB,5,,31,7.9,,,,7.819354838709677,5,2651.1963.5,58.700,,,ASSUMPTION,0,31,2014-07-31 11:49:54,31,31,-118.683,1963-05,25,-7.8
-118.68333333333334,58.7,,ALBERTA,3070310,133.5,57.9,30,ALBERTA,1963,AB,7,,30,0,,,,13.55,6,2651.1963.6,58.700,,,ASSUMPTION,0,30,2014-07-31 11:49:54,30,30,-118.683,1963-06,26.1,-0.6
-118.68333333333334,58.7,,ALBERTA,3070310,44,88,31,ALBERTA,1963,AB,7,,31,0,,,,16.916129032258066,7,2651.1963.7,58.700,,,ASSUMPTION,10.4,31,2014-07-31 11:49:54,31,31,-118.683,1963-07,30,5.6
-118.68333333333334,58.7,,ALBERTA,3070310,99.8,53.1,31,ALBERTA,1963,AB,4,,31,0,,,,14.941935483870967,8,2651.1963.8,58.700,,,ASSUMPTION,5,31,2014-07-31 11:49:54,31,31,-118.683,1963-08,30,0
-118.68333333333334,58.7,,ALBERTA,3070310,252.5,37,30,ALBERTA,1963,AB,7,,30,0,,,,9.583333333333334,9,2651.1963.9,58.700,,,ASSUMPTION,0,30,2014-07-31 11:49:54,30,30,-118.683,1963-09,22.2,-2.2
-118.68333333333334,58.7,,ALBERTA,3070310,410.7,5.6,31,ALBERTA,1963,AB,2,,31,0,,,,4.751612903225807,10,2651.1963.10,58.700,,,ASSUMPTION,0,31,2014-07-31 11:49:54,31,31,-118.683,1963-10,22.2,-12.8
-118.68333333333334,58.7,,ALBERTA,3070310,969.2,33.5,30,ALBERTA,1963,AB,7,,30,33.5,,,,-14.306666666666667,11,2651.1963.11,58.700,,,ASSUMPTION,0,30,2014-07-31 11:49:54,30,30,-118.683,1963-11,10,-37.2
-118.68333333333334,58.7,,ALBERTA,3070310,1067.9,49.6,31,ALBERTA,1963,AB,9,,31,49.6,,,,-16.448387096774194,12,2651.1963.12,58.700,,,ASSUMPTION,0,31,2014-07-31 11:49:54,31,31,-118.683,1963-12,10,-37.8
-118.68333333333334,58.7,,ALBERTA,3070310,1224.9,24.6,31,ALBERTA,1964,AB,7,,31,24.6,,,,-21.51290322580645,1,2651.1964.1,58.700,,,ASSUMPTION,0,31,2014-07-31 11:49:54,31,31,-118.683,1964-01,1.7,-39.4
-118.68333333333334,58.7,,ALBERTA,3070310,874.6,8.8,29,ALBERTA,1964,AB,6,,29,8.8,,,,-12.158620689655173,2,2651.1964.2,58.700,,,ASSUMPTION,0,29,2014-07-31 11:49:54,29,29,-118.683,1964-02,7.8,-32.2
-118.68333333333334,58.7,,ALBERTA,3070310,1180.6,24.8,31,ALBERTA,1964,AB,8,,31,24.8,,,,-20.083870967741934,3,2651.1964.3,58.700,,,ASSUMPTION,0,31,2014-07-31 11:49:54,31,31,-118.683,1964-03,7.8,-46.1
-118.68333333333334,58.7,,ALBERTA,3070310,533.5,7.1,30,ALBERTA,1964,AB,2,,30,7.1,,,,0.21666666666666667,4,2651.1964.4,58.700,,,ASSUMPTION,0,30,2014-07-31 11:49:54,30,30,-118.683,1964-04,13.9,-19.4
-118.68333333333334,58.7,,ALBERTA,3070310,297.4,57.3,31,ALBERTA,1964,AB,8,,31,8.9,,,,8.406451612903226,5,2651.1964.5,58.700,,,ASSUMPTION,0,31,2014-07-31 11:49:54,31,31,-118.683,1964-05,22.8,-2.8
-118.68333333333334,58.7,,ALBERTA,3070310,96.3,17.1,30,ALBERTA,1964,AB,5,,30,0,,,,14.846666666666666,6,2651.1964.6,58.700,,,ASSUMPTION,1.7,30,2014-07-31 11:49:54,30,30,-118.683,1964-06,29.4,1.1
-118.68333333333334,58.7,,ALBERTA,3070310,64.3,65.1,31,ALBERTA,1964,AB,11,,31,0,,,,16.348387096774193,7,2651.1964.7,58.700,,,ASSUMPTION,13.1,31,2014-07-31 11:49:54,31,31,-118.683,1964-07,33.3,5
-118.68333333333334,58.7,,ALBERTA,3070310,121.1,76.9,31,ALBERTA,1964,AB,11,,31,0,,,,14.093548387096774,8,2651.1964.8,58.700,,,ASSUMPTION,0,31,2014-07-31 11:49:54,31,31,-118.683,1964-08,25,2.8
-118.68333333333334,58.7,,ALBERTA,3070310,347.9,22.1,30,ALBERTA,1964,AB,3,,30,0,,,,6.403333333333333,9,2651.1964.9,58.700,,,ASSUMPTION,0,30,2014-07-31 11:49:54,30,30,-118.683,1964-09,20.6,-6.7
-118.68333333333334,58.7,,ALBERTA,3070310,432.5,63.4,31,ALBERTA,1964,AB,8,,31,27.4,,,,4.048387096774194,10,2651.1964.10,58.700,,,ASSUMPTION,0,31,2014-07-31 11:49:54,31,31,-118.683,1964-10,21.1,-9.4
-118.68333333333334,58.7,,ALBERTA,3070310,868.5,22.7,30,ALBERTA,1964,AB,4,,30,22.7,,,,-10.95,11,2651.1964.11,58.700,,,ASSUMPTION,0,30,2014-07-31 11:49:54,30,30,-118.683,1964-11,7.8,-34.4
-118.68333333333334,58.7,,ALBERTA,3070310,1288.2,25.6,31,ALBERTA,1964,AB,6,,31,25.6,,,,-23.55483870967742,12,2651.1964.12,58.700,,,ASSUMPTION,0,31,2014-07-31 11:49:54,31,31,-118.683,1964-12,9.4,-40
-118.68333333333334,58.7,,ALBERTA,3070310,1280.6,15.6,31,ALBERTA,1965,AB,6,,31,15.6,,,,-23.309677419354838,1,2651.1965.1,58.700,,,ASSUMPTION,0,31,2014-07-31 11:49:54,31,31,-118.683,1965-01,11.1,-47.8
