x,y,SNOW_ON_GROUND_LAST_DAY,FRE_PROVINCE_NAME,PROVINCE_CODE,LAST_UPDATED,LOCAL_MONTH,STATION_NAME,LOCAL_YEAR,MEAN_TEMPERATURE,NORMAL_MEAN_TEMPERATURE,CLIMATE_IDENTIFIER,HEATING_DEGREE_DAYS,TOTAL_PRECIPITATION,BRIGHT_SUNSHINE,NORMAL_SNOWFALL,ID,TOTAL_SNOWFALL,DAYS_WITH_VALID_SUNSHINE,MAX_TEMPERATURE,LONGITUDE,ENG_PROVINCE_NAME,NORMAL_SUNSHINE,DAYS_WITH_VALID_MAX_TEMP,DAYS_WITH_VALID_MEAN_TEMP,DAYS_WITH_VALID_MIN_TEMP,NORMAL_PRECIPITATION,LOCAL_DATE,LATITUDE,DAYS_WITH_VALID_PRECIP,DAYS_WITH_VALID_SNOWFALL,COOLING_DEGREE_DAYS,MIN_TEMPERATURE,DAYS_WITH_PRECIP_GE_1MM
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,6,BARRIE BROOK,1964,,,8200400,,113.7,,,6298.1964.6,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1964-06,45.650,30,30,,,16
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,7,BARRIE BROOK,1964,,,8200400,,128.5,,,6298.1964.7,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1964-07,45.650,31,31,,,12
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,8,BARRIE BROOK,1964,,,8200400,,81.3,,,6298.1964.8,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1964-08,45.650,31,31,,,11
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,9,BARRIE BROOK,1964,,,8200400,,124.5,,,6298.1964.9,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1964-09,45.650,30,30,,,14
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,10,BARRIE BROOK,1964,,,8200400,,138.7,,,6298.1964.10,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1964-10,45.650,31,31,,,15
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,11,BARRIE BROOK,1964,,,8200400,,75,,,6298.1964.11,33,,,-61.433,NOVA SCOTIA,,0,0,0,,1964-11,45.650,30,30,,,10
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,2,BARRIE BROOK,1965,,,8200400,,151.7,,,6298.1965.2,82.3,,,-61.433,NOVA SCOTIA,,0,0,0,,1965-02,45.650,28,28,,,13
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,3,BARRIE BROOK,1965,,,8200400,,50.7,,,6298.1965.3,35.5,,,-61.433,NOVA SCOTIA,,0,0,0,,1965-03,45.650,31,31,,,11
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,4,BARRIE BROOK,1965,,,8200400,,74.6,,,6298.1965.4,27.9,,,-61.433,NOVA SCOTIA,,0,0,0,,1965-04,45.650,29,30,,,10
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,5,BARRIE BROOK,1965,,,8200400,,45.5,,,6298.1965.5,2.5,,,-61.433,NOVA SCOTIA,,0,0,0,,1965-05,45.650,31,31,,,11
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,6,BARRIE BROOK,1965,,,8200400,,70.1,,,6298.1965.6,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1965-06,45.650,30,30,,,10
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,7,BARRIE BROOK,1965,,,8200400,,86.8,,,6298.1965.7,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1965-07,45.650,31,31,,,7
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,8,BARRIE BROOK,1965,,,8200400,,151.3,,,6298.1965.8,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1965-08,45.650,31,31,,,10
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,9,BARRIE BROOK,1965,,,8200400,,18.5,,,6298.1965.9,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1965-09,45.650,30,30,,,6
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,10,BARRIE BROOK,1965,,,8200400,,52.7,,,6298.1965.10,3.8,,,-61.433,NOVA SCOTIA,,0,0,0,,1965-10,45.650,30,31,,,11
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,11,BARRIE BROOK,1965,,,8200400,,138.9,,,6298.1965.11,10.1,,,-61.433,NOVA SCOTIA,,0,0,0,,1965-11,45.650,30,30,,,11
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,12,BARRIE BROOK,1965,,,8200400,,106,,,6298.1965.12,50.9,,,-61.433,NOVA SCOTIA,,0,0,0,,1965-12,45.650,31,31,,,12
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,1,BARRIE BROOK,1966,,,8200400,,43.5,,,6298.1966.1,54.4,,,-61.433,NOVA SCOTIA,,0,0,0,,1966-01,45.650,28,30,,,8
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,2,BARRIE BROOK,1966,,,8200400,,38.6,,,6298.1966.2,33,,,-61.433,NOVA SCOTIA,,0,0,0,,1966-02,45.650,28,28,,,6
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,3,BARRIE BROOK,1966,,,8200400,,118.7,,,6298.1966.3,22.8,,,-61.433,NOVA SCOTIA,,0,0,0,,1966-03,45.650,31,31,,,11
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,4,BARRIE BROOK,1966,,,8200400,,14.5,,,6298.1966.4,5.1,,,-61.433,NOVA SCOTIA,,0,0,0,,1966-04,45.650,30,30,,,2
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,5,BARRIE BROOK,1966,,,8200400,,52.9,,,6298.1966.5,1.3,,,-61.433,NOVA SCOTIA,,0,0,0,,1966-05,45.650,28,30,,,11
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,8,BARRIE BROOK,1966,,,8200400,,69.2,,,6298.1966.8,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1966-08,45.650,31,31,,,6
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,10,BARRIE BROOK,1966,,,8200400,,153.1,,,6298.1966.10,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1966-10,45.650,30,31,,,8
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,11,BARRIE BROOK,1966,,,8200400,,78.2,,,6298.1966.11,12.7,,,-61.433,NOVA SCOTIA,,0,0,0,,1966-11,45.650,30,30,,,11
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,12,BARRIE BROOK,1966,,,8200400,,185.2,,,6298.1966.12,27.9,,,-61.433,NOVA SCOTIA,,0,0,0,,1966-12,45.650,31,31,,,10
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,1,BARRIE BROOK,1967,,,8200400,,107.4,,,6298.1967.1,86.3,,,-61.433,NOVA SCOTIA,,0,0,0,,1967-01,45.650,31,31,,,13
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,2,BARRIE BROOK,1967,,,8200400,,93.8,,,6298.1967.2,81.2,,,-61.433,NOVA SCOTIA,,0,0,0,,1967-02,45.650,28,28,,,10
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,3,BARRIE BROOK,1967,,,8200400,,144.4,,,6298.1967.3,124.6,,,-61.433,NOVA SCOTIA,,0,0,0,,1967-03,45.650,31,31,,,14
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,4,BARRIE BROOK,1967,,,8200400,,101.5,,,6298.1967.4,40.6,,,-61.433,NOVA SCOTIA,,0,0,0,,1967-04,45.650,30,30,,,11
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,5,BARRIE BROOK,1967,,,8200400,,166.6,,,6298.1967.5,2.6,,,-61.433,NOVA SCOTIA,,0,0,0,,1967-05,45.650,31,31,,,18
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,6,BARRIE BROOK,1967,,,8200400,,29.1,,,6298.1967.6,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1967-06,45.650,30,30,,,9
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,7,BARRIE BROOK,1967,,,8200400,,72.9,,,6298.1967.7,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1967-07,45.650,31,31,,,10
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,8,BARRIE BROOK,1967,,,8200400,,95.4,,,6298.1967.8,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1967-08,45.650,31,31,,,14
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,9,BARRIE BROOK,1967,,,8200400,,78.4,,,6298.1967.9,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1967-09,45.650,30,30,,,7
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,10,BARRIE BROOK,1967,,,8200400,,163.4,,,6298.1967.10,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1967-10,45.650,31,31,,,14
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,11,BARRIE BROOK,1967,,,8200400,,200.5,,,6298.1967.11,33.1,,,-61.433,NOVA SCOTIA,,0,0,0,,1967-11,45.650,30,30,,,18
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,12,BARRIE BROOK,1967,,,8200400,,130,,,6298.1967.12,31.8,,,-61.433,NOVA SCOTIA,,0,0,0,,1967-12,45.650,31,31,,,15
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,1,BARRIE BROOK,1968,,,8200400,,123.9,,,6298.1968.1,93.9,,,-61.433,NOVA SCOTIA,,0,0,0,,1968-01,45.650,31,31,,,11
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,2,BARRIE BROOK,1968,,,8200400,,66,,,6298.1968.2,25.4,,,-61.433,NOVA SCOTIA,,0,0,0,,1968-02,45.650,29,29,,,8
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,3,BARRIE BROOK,1968,,,8200400,,113,,,6298.1968.3,30.4,,,-61.433,NOVA SCOTIA,,0,0,0,,1968-03,45.650,31,31,,,9
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,4,BARRIE BROOK,1968,,,8200400,,64.5,,,6298.1968.4,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1968-04,45.650,30,30,,,13
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,5,BARRIE BROOK,1968,,,8200400,,74.5,,,6298.1968.5,1.3,,,-61.433,NOVA SCOTIA,,0,0,0,,1968-05,45.650,31,31,,,10
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,6,BARRIE BROOK,1968,,,8200400,,58.6,,,6298.1968.6,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1968-06,45.650,30,30,,,12
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,7,BARRIE BROOK,1968,,,8200400,,14.5,,,6298.1968.7,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1968-07,45.650,31,31,,,5
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,8,BARRIE BROOK,1968,,,8200400,,119.1,,,6298.1968.8,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1968-08,45.650,31,31,,,6
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,9,BARRIE BROOK,1968,,,8200400,,38.4,,,6298.1968.9,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1968-09,45.650,30,30,,,9
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,10,BARRIE BROOK,1968,,,8200400,,74.9,,,6298.1968.10,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1968-10,45.650,31,31,,,11
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,11,BARRIE BROOK,1968,,,8200400,,189.5,,,6298.1968.11,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1968-11,45.650,30,30,,,17
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,12,BARRIE BROOK,1968,,,8200400,,157.5,,,6298.1968.12,73.6,,,-61.433,NOVA SCOTIA,,0,0,0,,1968-12,45.650,31,31,,,13
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,1,BARRIE BROOK,1969,,,8200400,,107.8,,,6298.1969.1,53.3,,,-61.433,NOVA SCOTIA,,0,0,0,,1969-01,45.650,31,31,,,11
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,2,BARRIE BROOK,1969,,,8200400,,89.9,,,6298.1969.2,8.9,,,-61.433,NOVA SCOTIA,,0,0,0,,1969-02,45.650,28,28,,,8
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,3,BARRIE BROOK,1969,,,8200400,,58.9,,,6298.1969.3,11.5,,,-61.433,NOVA SCOTIA,,0,0,0,,1969-03,45.650,31,31,,,6
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,4,BARRIE BROOK,1969,,,8200400,,116.4,,,6298.1969.4,2.5,,,-61.433,NOVA SCOTIA,,0,0,0,,1969-04,45.650,30,30,,,12
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,5,BARRIE BROOK,1969,,,8200400,,57.4,,,6298.1969.5,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1969-05,45.650,31,31,,,13
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,6,BARRIE BROOK,1969,,,8200400,,76.2,,,6298.1969.6,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1969-06,45.650,30,30,,,10
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,8,BARRIE BROOK,1969,,,8200400,,61.3,,,6298.1969.8,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1969-08,45.650,31,31,,,9
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,9,BARRIE BROOK,1969,,,8200400,,128.7,,,6298.1969.9,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1969-09,45.650,30,30,,,9
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,10,BARRIE BROOK,1969,,,8200400,,83.5,,,6298.1969.10,5.1,,,-61.433,NOVA SCOTIA,,0,0,0,,1969-10,45.650,31,31,,,8
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,11,BARRIE BROOK,1969,,,8200400,,342.4,,,6298.1969.11,17.8,,,-61.433,NOVA SCOTIA,,0,0,0,,1969-11,45.650,30,30,,,20
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,12,BARRIE BROOK,1969,,,8200400,,206.8,,,6298.1969.12,39.4,,,-61.433,NOVA SCOTIA,,0,0,0,,1969-12,45.650,31,31,,,17
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,1,BARRIE BROOK,1970,,,8200400,,72.5,,,6298.1970.1,69.7,,,-61.433,NOVA SCOTIA,,0,0,0,,1970-01,45.650,31,31,,,14
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,2,BARRIE BROOK,1970,,,8200400,,66.3,,,6298.1970.2,45.7,,,-61.433,NOVA SCOTIA,,0,0,0,,1970-02,45.650,28,28,,,8
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,3,BARRIE BROOK,1970,,,8200400,,85.4,,,6298.1970.3,44.4,,,-61.433,NOVA SCOTIA,,0,0,0,,1970-03,45.650,31,31,,,9
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,5,BARRIE BROOK,1970,,,8200400,,47.2,,,6298.1970.5,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1970-05,45.650,31,31,,,11
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,6,BARRIE BROOK,1970,,,8200400,,113.5,,,6298.1970.6,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1970-06,45.650,30,30,,,10
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,8,BARRIE BROOK,1970,,,8200400,,154.4,,,6298.1970.8,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1970-08,45.650,31,31,,,16
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,9,BARRIE BROOK,1970,,,8200400,,88.4,,,6298.1970.9,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1970-09,45.650,30,30,,,15
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,10,BARRIE BROOK,1970,,,8200400,,163.8,,,6298.1970.10,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1970-10,45.650,31,31,,,7
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,11,BARRIE BROOK,1970,,,8200400,,160.5,,,6298.1970.11,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1970-11,45.650,30,30,,,14
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,12,BARRIE BROOK,1970,,,8200400,,208.3,,,6298.1970.12,144.8,,,-61.433,NOVA SCOTIA,,0,0,0,,1970-12,45.650,31,31,,,20
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,1,BARRIE BROOK,1971,,,8200400,,105.7,,,6298.1971.1,77.5,,,-61.433,NOVA SCOTIA,,0,0,0,,1971-01,45.650,31,31,,,15
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,2,BARRIE BROOK,1971,,,8200400,,142.5,,,6298.1971.2,56,,,-61.433,NOVA SCOTIA,,0,0,0,,1971-02,45.650,28,28,,,9
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,3,BARRIE BROOK,1971,,,8200400,,101.8,,,6298.1971.3,53.3,,,-61.433,NOVA SCOTIA,,0,0,0,,1971-03,45.650,31,31,,,9
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,4,BARRIE BROOK,1971,,,8200400,,143.4,,,6298.1971.4,7.6,,,-61.433,NOVA SCOTIA,,0,0,0,,1971-04,45.650,30,30,,,9
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,5,BARRIE BROOK,1971,,,8200400,,93.1,,,6298.1971.5,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1971-05,45.650,31,31,,,13
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,6,BARRIE BROOK,1971,,,8200400,,86.1,,,6298.1971.6,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1971-06,45.650,30,30,,,12
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,7,BARRIE BROOK,1971,,,8200400,,123.2,,,6298.1971.7,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1971-07,45.650,31,31,,,9
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,8,BARRIE BROOK,1971,,,8200400,,202.2,,,6298.1971.8,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1971-08,45.650,31,31,,,7
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,9,BARRIE BROOK,1971,,,8200400,,56.4,,,6298.1971.9,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1971-09,45.650,30,30,,,6
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,10,BARRIE BROOK,1971,,,8200400,,44.1,,,6298.1971.10,0,,,-61.433,NOVA SCOTIA,,0,0,0,,1971-10,45.650,31,31,,,6
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,11,BARRIE BROOK,1971,,,8200400,,179.3,,,6298.1971.11,10.1,,,-61.433,NOVA SCOTIA,,0,0,0,,1971-11,45.650,30,30,,,16
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,12,BARRIE BROOK,1971,,,8200400,,116.6,,,6298.1971.12,71.1,,,-61.433,NOVA SCOTIA,,0,0,0,,1971-12,45.650,31,31,,,22
-61.43333333333333,45.65,,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,1,BARRIE BROOK,1972,,,8200400,,110.1,,,6298.1972.1,53.3,,,-61.433,NOVA SCOTIA,,0,0,0,,1972-01,45.650,31,31,,,15
-64.08333333333333,44.5,0,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,12,BAYSWATER,1990,0.896774193548387,,8200437,530.2,168.8,,,6299.1990.12,0,,12,-64.083,NOVA SCOTIA,,31,31,31,,1990-12,44.500,31,31,0,-14,14
-64.08333333333333,44.5,1,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,1,BAYSWATER,1991,-5.680645161290323,,8200437,734.1,125.6,,,6299.1991.1,37.8,,7,-64.083,NOVA SCOTIA,,31,31,31,,1991-01,44.500,31,31,0,-26,11
-64.08333333333333,44.5,1,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,2,BAYSWATER,1991,-2.7,,8200437,579.6,53,,,6299.1991.2,5.8,,9.5,-64.083,NOVA SCOTIA,,28,28,28,,1991-02,44.500,28,28,0,-16,6
-64.08333333333333,44.5,0,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,3,BAYSWATER,1991,0.864516129032258,,8200437,531.2,154.6,,,6299.1991.3,21.8,,11,-64.083,NOVA SCOTIA,,31,31,31,,1991-03,44.500,31,31,0,-9,15
-64.08333333333333,44.5,0,NOUVELLE-ÉCOSSE,NS,2014-07-31 11:53:01,5,BAYSWATER,1991,9.870967741935484,,8200437,254.8,129.4,,,6299.1991.5,0,,30,-64.083,NOVA SCOTIA,,31,31,31,,1991-05,44.500,31,31,2.8,-3.5,9
