x,y,NORMAL_SUNSHINE,LAST_UPDATED,NORMAL_SNOWFALL,LATITUDE,MIN_TEMPERATURE,DAYS_WITH_VALID_MAX_TEMP,CLIMATE_IDENTIFIER,MAX_TEMPERATURE,TOTAL_SNOWFALL,ENG_PROVINCE_NAME,TOTAL_PRECIPITATION,DAYS_WITH_VALID_SNOWFALL,HEATING_DEGREE_DAYS,LOCAL_DATE,DAYS_WITH_VALID_MIN_TEMP,COOLING_DEGREE_DAYS,ID,NORMAL_PRECIPITATION,STATION_NAME,BRIGHT_SUNSHINE,SNOW_ON_GROUND_LAST_DAY,MEAN_TEMPERATURE,DAYS_WITH_PRECIP_GE_1MM,FRE_PROVINCE_NAME,DAYS_WITH_VALID_PRECIP,PROVINCE_CODE,NORMAL_MEAN_TEMPERATURE,DAYS_WITH_VALID_MEAN_TEMP,LOCAL_YEAR,DAYS_WITH_VALID_SUNSHINE,LOCAL_MONTH,LONGITUDE
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-21.7,31,1110352,2.8,256.7,BRITISH COLUMBIA,256.7,31,772,1975-01,31,0,939.1975.1,,ALLISON PASS DOH,,,-6.903225806451613,21,COLOMBIE-BRITANNIQUE,31,BC,,31,1975,,1,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-27.2,28,1110352,5.6,213.6,BRITISH COLUMBIA,213.6,28,722.2,1975-02,28,0,939.1975.2,,ALLISON PASS DOH,,,-7.792857142857143,16,COLOMBIE-BRITANNIQUE,28,BC,,28,1975,,2,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-22.2,31,1110352,8.9,137.2,BRITISH COLUMBIA,144.8,31,709,1975-03,31,0,939.1975.3,,ALLISON PASS DOH,,,-4.870967741935484,18,COLOMBIE-BRITANNIQUE,31,BC,,31,1975,,3,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-16.1,30,1110352,11.7,64.1,BRITISH COLUMBIA,64.1,30,559,1975-04,30,0,939.1975.4,,ALLISON PASS DOH,,,-0.6333333333333333,8,COLOMBIE-BRITANNIQUE,30,BC,,30,1975,,4,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-4.4,31,1110352,23.3,20.4,BRITISH COLUMBIA,38.2,31,413.2,1975-05,31,0,939.1975.5,,ALLISON PASS DOH,,,4.670967741935484,5,COLOMBIE-BRITANNIQUE,31,BC,,31,1975,,5,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-2.2,30,1110352,23.3,0,BRITISH COLUMBIA,44.5,30,312.9,1975-06,30,0,939.1975.6,,ALLISON PASS DOH,,,7.57,5,COLOMBIE-BRITANNIQUE,30,BC,,30,1975,,6,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,1.1,31,1110352,32.2,0,BRITISH COLUMBIA,2.6,31,131.9,1975-07,31,16,939.1975.7,,ALLISON PASS DOH,,,14.261290322580646,2,COLOMBIE-BRITANNIQUE,31,BC,,31,1975,,7,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-0.6,31,1110352,25,8.9,BRITISH COLUMBIA,11.2,31,270.8,1975-08,31,0,939.1975.8,,ALLISON PASS DOH,,,9.264516129032257,2,COLOMBIE-BRITANNIQUE,31,BC,,31,1975,,8,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-2.2,30,1110352,28.9,0,BRITISH COLUMBIA,6.7,30,253.7,1975-09,30,0,939.1975.9,,ALLISON PASS DOH,,,9.543333333333333,1,COLOMBIE-BRITANNIQUE,30,BC,,30,1975,,9,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-9.4,30,1110352,26.7,63.4,BRITISH COLUMBIA,142.1,31,466,1975-10,31,0,939.1975.10,,ALLISON PASS DOH,,,2.466666666666667,16,COLOMBIE-BRITANNIQUE,31,BC,,30,1975,,10,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-26.1,30,1110352,12.8,285.1,BRITISH COLUMBIA,296.6,30,675.3,1975-11,30,0,939.1975.11,,ALLISON PASS DOH,,,-4.51,19,COLOMBIE-BRITANNIQUE,30,BC,,30,1975,,11,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-22.8,31,1110352,6.1,166.7,BRITISH COLUMBIA,265.4,31,728.4,1975-12,31,0,939.1975.12,,ALLISON PASS DOH,,,-5.496774193548387,19,COLOMBIE-BRITANNIQUE,31,BC,,31,1975,,12,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-27.2,31,1110352,7.8,240.6,BRITISH COLUMBIA,244.9,31,735.7,1976-01,31,0,939.1976.1,,ALLISON PASS DOH,,,-5.732258064516129,20,COLOMBIE-BRITANNIQUE,31,BC,,31,1976,,1,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-20.6,29,1110352,7.2,290.9,BRITISH COLUMBIA,290.9,29,661.2,1976-02,29,0,939.1976.2,,ALLISON PASS DOH,,,-4.8,18,COLOMBIE-BRITANNIQUE,29,BC,,29,1976,,2,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-26.7,31,1110352,6.7,149.5,BRITISH COLUMBIA,149.5,31,685,1976-03,31,0,939.1976.3,,ALLISON PASS DOH,,,-4.096774193548387,14,COLOMBIE-BRITANNIQUE,31,BC,,31,1976,,3,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-14.4,30,1110352,13.9,23.9,BRITISH COLUMBIA,27.8,30,517.5,1976-04,30,0,939.1976.4,,ALLISON PASS DOH,,,0.75,10,COLOMBIE-BRITANNIQUE,30,BC,,30,1976,,4,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-4.4,31,1110352,19.4,7.6,BRITISH COLUMBIA,13.8,31,419.2,1976-05,31,0,939.1976.5,,ALLISON PASS DOH,,,4.47741935483871,4,COLOMBIE-BRITANNIQUE,31,BC,,31,1976,,5,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-4.4,30,1110352,27.8,1.3,BRITISH COLUMBIA,7.3,30,359.5,1976-06,30,0,939.1976.6,,ALLISON PASS DOH,,,6.016666666666667,4,COLOMBIE-BRITANNIQUE,30,BC,,30,1976,,6,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-3.9,30,1110352,25,0,BRITISH COLUMBIA,43.7,31,236.4,1976-07,30,0,939.1976.7,,ALLISON PASS DOH,,,9.848275862068965,4,COLOMBIE-BRITANNIQUE,31,BC,,29,1976,,7,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-0.6,31,1110352,24.4,0,BRITISH COLUMBIA,27.2,31,247.2,1976-08,31,0,939.1976.8,,ALLISON PASS DOH,,,10.025806451612903,11,COLOMBIE-BRITANNIQUE,31,BC,,31,1976,,8,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-2.8,30,1110352,22.2,0,BRITISH COLUMBIA,0,30,242.5,1976-09,30,0,939.1976.9,,ALLISON PASS DOH,,,9.916666666666666,0,COLOMBIE-BRITANNIQUE,30,BC,,30,1976,,9,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-8.3,31,1110352,18.9,0,BRITISH COLUMBIA,53.1,31,438.8,1976-10,31,0,939.1976.10,,ALLISON PASS DOH,,,3.8451612903225807,9,COLOMBIE-BRITANNIQUE,31,BC,,31,1976,,10,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-17.8,30,1110352,9.4,22.5,BRITISH COLUMBIA,38.7,30,584,1976-11,30,0,939.1976.11,,ALLISON PASS DOH,,,-1.4666666666666666,10,COLOMBIE-BRITANNIQUE,30,BC,,30,1976,,11,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-16.7,31,1110352,8.3,69.5,BRITISH COLUMBIA,112.3,31,684,1976-12,31,0,939.1976.12,,ALLISON PASS DOH,,,-4.064516129032258,18,COLOMBIE-BRITANNIQUE,31,BC,,31,1976,,12,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-21.7,31,1110352,5.6,39.5,BRITISH COLUMBIA,64.4,31,809,1977-01,31,0,939.1977.1,,ALLISON PASS DOH,,,-8.096774193548388,8,COLOMBIE-BRITANNIQUE,31,BC,,31,1977,,1,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-11.7,28,1110352,7.8,58.7,BRITISH COLUMBIA,58.7,28,551.8,1977-02,28,0,939.1977.2,,ALLISON PASS DOH,,,-1.707142857142857,11,COLOMBIE-BRITANNIQUE,28,BC,,28,1977,,2,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-15,31,1110352,6.7,231.2,BRITISH COLUMBIA,231.2,31,651.8,1977-03,31,0,939.1977.3,,ALLISON PASS DOH,,,-3.0258064516129033,17,COLOMBIE-BRITANNIQUE,31,BC,,31,1977,,3,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-11.1,30,1110352,23.9,22.9,BRITISH COLUMBIA,22.9,30,477.2,1977-04,30,0,939.1977.4,,ALLISON PASS DOH,,,2.0933333333333333,7,COLOMBIE-BRITANNIQUE,30,BC,,30,1977,,4,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-7,28,1110352,17,,BRITISH COLUMBIA,,0,407,1977-05,28,0,939.1977.5,,ALLISON PASS DOH,,,3.4642857142857144,,COLOMBIE-BRITANNIQUE,0,BC,,28,1977,,5,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-3,30,1110352,28,0,BRITISH COLUMBIA,18,30,230.2,1977-06,30,0,939.1977.6,,ALLISON PASS DOH,,,10.326666666666666,3,COLOMBIE-BRITANNIQUE,30,BC,,30,1977,,6,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-2,31,1110352,27,0,BRITISH COLUMBIA,51.7,31,228,1977-07,31,0,939.1977.7,,ALLISON PASS DOH,,,10.64516129032258,8,COLOMBIE-BRITANNIQUE,31,BC,,31,1977,,7,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-1.5,31,1110352,30,0,BRITISH COLUMBIA,27.5,31,149.2,1977-08,31,0.8,939.1977.8,,ALLISON PASS DOH,,,13.212903225806452,6,COLOMBIE-BRITANNIQUE,31,BC,,31,1977,,8,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-3,30,1110352,22,0,BRITISH COLUMBIA,29.1,30,349.8,1977-09,30,0,939.1977.9,,ALLISON PASS DOH,,,6.34,8,COLOMBIE-BRITANNIQUE,30,BC,,30,1977,,9,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-7.5,31,1110352,15,7,BRITISH COLUMBIA,64.8,31,463.4,1977-10,31,0,939.1977.10,,ALLISON PASS DOH,,,3.0516129032258066,7,COLOMBIE-BRITANNIQUE,31,BC,,31,1977,,10,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-29,29,1110352,5.5,160.5,BRITISH COLUMBIA,215.5,30,673.4,1977-11,30,0,939.1977.11,,ALLISON PASS DOH,,,-5.220689655172414,24,COLOMBIE-BRITANNIQUE,30,BC,,29,1977,,11,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-24.5,31,1110352,2.5,175,BRITISH COLUMBIA,178,31,822.2,1977-12,31,0,939.1977.12,,ALLISON PASS DOH,,,-8.522580645161291,19,COLOMBIE-BRITANNIQUE,31,BC,,31,1977,,12,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-27,31,1110352,2,98.5,BRITISH COLUMBIA,98.5,31,777.1,1978-01,31,0,939.1978.1,,ALLISON PASS DOH,,,-7.067741935483871,17,COLOMBIE-BRITANNIQUE,31,BC,,31,1978,,1,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-17,28,1110352,10.5,53.5,BRITISH COLUMBIA,53.5,28,595.2,1978-02,28,0,939.1978.2,,ALLISON PASS DOH,,,-3.257142857142857,10,COLOMBIE-BRITANNIQUE,28,BC,,28,1978,,2,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-18.5,31,1110352,12,38.5,BRITISH COLUMBIA,64.4,31,563.6,1978-03,31,0,939.1978.3,,ALLISON PASS DOH,,,-0.18064516129032257,15,COLOMBIE-BRITANNIQUE,31,BC,,31,1978,,3,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-10.5,30,1110352,13.5,53.5,BRITISH COLUMBIA,65.8,30,499.1,1978-04,30,0,939.1978.4,,ALLISON PASS DOH,,,1.3633333333333333,10,COLOMBIE-BRITANNIQUE,30,BC,,30,1978,,4,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-7,31,1110352,19,8,BRITISH COLUMBIA,21.5,31,437.3,1978-05,31,0,939.1978.5,,ALLISON PASS DOH,,,3.893548387096774,6,COLOMBIE-BRITANNIQUE,31,BC,,31,1978,,5,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-2,30,1110352,27.5,0,BRITISH COLUMBIA,48,30,251.4,1978-06,30,0,939.1978.6,,ALLISON PASS DOH,,,9.62,8,COLOMBIE-BRITANNIQUE,30,BC,,30,1978,,6,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,1.5,31,1110352,28,0,BRITISH COLUMBIA,42.1,31,153.5,1978-07,31,0,939.1978.7,,ALLISON PASS DOH,,,13.048387096774194,8,COLOMBIE-BRITANNIQUE,31,BC,,31,1978,,7,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-0.5,31,1110352,29.5,0,BRITISH COLUMBIA,82.8,31,197.9,1978-08,31,0.5,939.1978.8,,ALLISON PASS DOH,,,11.63225806451613,13,COLOMBIE-BRITANNIQUE,31,BC,,31,1978,,8,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-2,30,1110352,23,3,BRITISH COLUMBIA,90.6,30,334.4,1978-09,30,0,939.1978.9,,ALLISON PASS DOH,,,6.8533333333333335,18,COLOMBIE-BRITANNIQUE,30,BC,,30,1978,,9,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-8,31,1110352,19.5,7,BRITISH COLUMBIA,35.8,31,431.9,1978-10,31,0,939.1978.10,,ALLISON PASS DOH,,,4.067741935483871,7,COLOMBIE-BRITANNIQUE,31,BC,,31,1978,,10,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-23.5,30,1110352,8.5,92.5,BRITISH COLUMBIA,123,30,726,1978-11,30,0,939.1978.11,,ALLISON PASS DOH,,,-6.2,13,COLOMBIE-BRITANNIQUE,30,BC,,30,1978,,11,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-36,31,1110352,1.5,174,BRITISH COLUMBIA,174,31,857.7,1978-12,31,0,939.1978.12,,ALLISON PASS DOH,,,-9.667741935483871,20,COLOMBIE-BRITANNIQUE,31,BC,,31,1978,,12,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-33,31,1110352,3,58,BRITISH COLUMBIA,58,31,978,1979-01,31,0,939.1979.1,,ALLISON PASS DOH,,,-13.548387096774194,17,COLOMBIE-BRITANNIQUE,31,BC,,31,1979,,1,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-25.5,28,1110352,4,202.5,BRITISH COLUMBIA,202.5,28,672.9,1979-02,28,0,939.1979.2,,ALLISON PASS DOH,,,-6.0321428571428575,21,COLOMBIE-BRITANNIQUE,28,BC,,28,1979,,2,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-18,31,1110352,13.5,33.5,BRITISH COLUMBIA,30.5,31,590.5,1979-03,31,0,939.1979.3,,ALLISON PASS DOH,,,-1.0483870967741935,6,COLOMBIE-BRITANNIQUE,26,BC,,31,1979,,3,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-12,30,1110352,17,39,BRITISH COLUMBIA,39,30,528.1,1979-04,30,0,939.1979.4,,ALLISON PASS DOH,,,0.39666666666666667,7,COLOMBIE-BRITANNIQUE,28,BC,,30,1979,,4,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-4,31,1110352,22.5,2,BRITISH COLUMBIA,2,31,389.5,1979-05,31,0,939.1979.5,,ALLISON PASS DOH,,,5.435483870967742,1,COLOMBIE-BRITANNIQUE,31,BC,,31,1979,,5,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-3,30,1110352,26,0,BRITISH COLUMBIA,51,30,279.1,1979-06,30,0,939.1979.6,,ALLISON PASS DOH,,,8.696666666666667,8,COLOMBIE-BRITANNIQUE,30,BC,,30,1979,,6,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-1,31,1110352,30.5,0,BRITISH COLUMBIA,25.6,31,154.1,1979-07,31,0.8,939.1979.7,,ALLISON PASS DOH,,,13.05483870967742,5,COLOMBIE-BRITANNIQUE,31,BC,,31,1979,,7,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-1,31,1110352,27,0,BRITISH COLUMBIA,37,31,171.9,1979-08,31,0,939.1979.8,,ALLISON PASS DOH,,,12.45483870967742,10,COLOMBIE-BRITANNIQUE,31,BC,,31,1979,,8,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-2,30,1110352,26,0,BRITISH COLUMBIA,29.4,30,258,1979-09,30,0,939.1979.9,,ALLISON PASS DOH,,,9.4,4,COLOMBIE-BRITANNIQUE,30,BC,,30,1979,,9,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-5.5,31,1110352,23,22.5,BRITISH COLUMBIA,30,31,408.1,1979-10,31,0,939.1979.10,,ALLISON PASS DOH,,,4.835483870967742,8,COLOMBIE-BRITANNIQUE,25,BC,,31,1979,,10,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-19.5,30,1110352,4.5,20.5,BRITISH COLUMBIA,20.5,30,690.2,1979-11,30,0,939.1979.11,,ALLISON PASS DOH,,,-5.006666666666667,8,COLOMBIE-BRITANNIQUE,30,BC,,30,1979,,11,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-18,31,1110352,2.5,165.5,BRITISH COLUMBIA,166,31,691.4,1979-12,31,0,939.1979.12,,ALLISON PASS DOH,,,-4.303225806451613,17,COLOMBIE-BRITANNIQUE,21,BC,,31,1979,,12,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-33,31,1110352,1,139,BRITISH COLUMBIA,139,31,924.1,1980-01,31,0,939.1980.1,,ALLISON PASS DOH,,,-11.80967741935484,15,COLOMBIE-BRITANNIQUE,31,BC,,31,1980,,1,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-16.5,29,1110352,7,62,BRITISH COLUMBIA,62,29,623.6,1980-02,29,0,939.1980.2,,ALLISON PASS DOH,,,-3.503448275862069,10,COLOMBIE-BRITANNIQUE,29,BC,,29,1980,,2,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-20.5,31,1110352,8.5,155.5,BRITISH COLUMBIA,155.5,31,666.7,1980-03,31,0,939.1980.3,,ALLISON PASS DOH,,,-3.5064516129032257,21,COLOMBIE-BRITANNIQUE,31,BC,,31,1980,,3,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-12.5,30,1110352,17.5,10,BRITISH COLUMBIA,10,30,452,1980-04,30,0,939.1980.4,,ALLISON PASS DOH,,,2.933333333333333,4,COLOMBIE-BRITANNIQUE,30,BC,,30,1980,,4,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-4,31,1110352,21,0,BRITISH COLUMBIA,48.8,31,384.2,1980-05,30,0,939.1980.5,,ALLISON PASS DOH,,,5.193333333333333,9,COLOMBIE-BRITANNIQUE,29,BC,,30,1980,,5,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-1.5,30,1110352,21.5,0,BRITISH COLUMBIA,87.6,30,305.2,1980-06,30,0,939.1980.6,,ALLISON PASS DOH,,,7.826666666666667,15,COLOMBIE-BRITANNIQUE,30,BC,,30,1980,,6,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-1,31,1110352,28.5,0,BRITISH COLUMBIA,19.2,31,195.6,1980-07,31,0,939.1980.7,,ALLISON PASS DOH,,,11.69032258064516,8,COLOMBIE-BRITANNIQUE,31,BC,,31,1980,,7,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-2.5,31,1110352,24,0,BRITISH COLUMBIA,31.6,31,257.4,1980-08,31,0,939.1980.8,,ALLISON PASS DOH,,0,9.696774193548388,8,COLOMBIE-BRITANNIQUE,31,BC,,31,1980,,8,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-2,30,1110352,22,0,BRITISH COLUMBIA,88.4,30,306.6,1980-09,30,0,939.1980.9,,ALLISON PASS DOH,,,7.78,14,COLOMBIE-BRITANNIQUE,30,BC,,30,1980,,9,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-14,12,1110352,10.5,26,BRITISH COLUMBIA,,12,200.4,1980-10,12,0,939.1980.10,,ALLISON PASS DOH,,,1.3,,COLOMBIE-BRITANNIQUE,0,BC,,12,1980,,10,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-13,30,1110352,9.5,97,BRITISH COLUMBIA,,30,614.8,1980-11,30,0,939.1980.11,,ALLISON PASS DOH,,56,-2.493333333333333,,COLOMBIE-BRITANNIQUE,0,BC,,30,1980,,11,-120.867
-120.86666666666666,49.11666666666667,,2014-07-31 11:48:28,,49.117,-27.5,31,1110352,6,62,BRITISH COLUMBIA,62,31,714.9,1980-12,31,0,939.1980.12,,ALLISON PASS DOH,,50,-5.061290322580645,11,COLOMBIE-BRITANNIQUE,31,BC,,31,1980,,12,-120.867
