x,y,LAST_UPDATED,NORMAL_SNOWFALL,DAYS_WITH_VALID_SNOWFALL,DAYS_WITH_VALID_MIN_TEMP,MEAN_TEMPERATURE,CLIMATE_IDENTIFIER,ENG_PROVINCE_NAME,DAYS_WITH_VALID_MAX_TEMP,PROVINCE_CODE,SNOW_ON_GROUND_LAST_DAY,MIN_TEMPERATURE,COOLING_DEGREE_DAYS,TOTAL_PRECIPITATION,LATITUDE,STATION_NAME,DAYS_WITH_VALID_MEAN_TEMP,BRIGHT_SUNSHINE,LOCAL_MONTH,MAX_TEMPERATURE,NORMAL_SUNSHINE,LOCAL_YEAR,DAYS_WITH_VALID_PRECIP,DAYS_WITH_VALID_SUNSHINE,FRE_PROVINCE_NAME,ID,LONGITUDE,HEATING_DEGREE_DAYS,LOCAL_DATE,TOTAL_SNOWFALL,NORMAL_MEAN_TEMPERATURE,DAYS_WITH_PRECIP_GE_1MM,NORMAL_PRECIPITATION
-115.5,51.2,2014-07-31 11:49:42,,0,30,-3.9033333333333333,3050240,ALBERTA,30,AB,,-26.1,0,,51.200,ANTHRACITE,30,,11,7.8,,1932,0,,ALBERTA,2362.1932.11,-115.500,657.1,1932-11,,,,
-115.5,51.2,2014-07-31 11:49:42,,0,31,-10.496774193548386,3050240,ALBERTA,31,AB,,-33.9,0,,51.200,ANTHRACITE,31,,12,3.3,,1932,0,,ALBERTA,2362.1932.12,-115.500,883.4,1932-12,,,,
-115.5,51.2,2014-07-31 11:49:42,,0,31,-8.674193548387096,3050240,ALBERTA,31,AB,,-30,0,,51.200,ANTHRACITE,31,,1,5,,1933,0,,ALBERTA,2362.1933.1,-115.500,826.9,1933-01,,,,
-115.5,51.2,2014-07-31 11:49:42,,0,28,-10.375,3050240,ALBERTA,28,AB,,-33.9,0,,51.200,ANTHRACITE,28,,2,3.9,,1933,0,,ALBERTA,2362.1933.2,-115.500,794.5,1933-02,,,,
-115.5,51.2,2014-07-31 11:49:42,,0,31,-3.332258064516129,3050240,ALBERTA,31,AB,,-25.6,0,,51.200,ANTHRACITE,31,,3,8.9,,1933,0,,ALBERTA,2362.1933.3,-115.500,661.3,1933-03,,,,
-115.5,51.2,2014-07-31 11:49:42,,0,30,1.7333333333333334,3050240,ALBERTA,30,AB,,-13.9,0,,51.200,ANTHRACITE,30,,4,18.9,,1933,0,,ALBERTA,2362.1933.4,-115.500,488,1933-04,,,,
-115.5,51.2,2014-07-31 11:49:42,,31,31,8.12258064516129,3050240,ALBERTA,31,AB,,-3.9,0,38.8,51.200,ANTHRACITE,31,,5,23.3,,1933,31,,ALBERTA,2362.1933.5,-115.500,306.2,1933-05,4.6,,10,
-115.5,51.2,2014-07-31 11:49:42,,30,30,12.476666666666667,3050240,ALBERTA,30,AB,,-4.4,1.7,44.5,51.200,ANTHRACITE,30,,6,30.6,,1933,30,,ALBERTA,2362.1933.6,-115.500,167.4,1933-06,0,,6,
-115.5,51.2,2014-07-31 11:49:42,,31,31,14.293548387096774,3050240,ALBERTA,31,AB,,-0.6,3.6,17.5,51.200,ANTHRACITE,31,,7,33.9,,1933,31,,ALBERTA,2362.1933.7,-115.500,118.5,1933-07,0,,5,
-115.5,51.2,2014-07-31 11:49:42,,31,31,14.896774193548387,3050240,ALBERTA,31,AB,,-1.7,5,61,51.200,ANTHRACITE,31,,8,32.8,,1933,31,,ALBERTA,2362.1933.8,-115.500,101.2,1933-08,0,,7,
-115.5,51.2,2014-07-31 11:49:42,,30,30,7.963333333333333,3050240,ALBERTA,30,AB,,-3.9,0,17.4,51.200,ANTHRACITE,30,,9,21.7,,1933,30,,ALBERTA,2362.1933.9,-115.500,301.1,1933-09,0,,6,
-115.5,51.2,2014-07-31 11:49:42,,31,31,3.087096774193548,3050240,ALBERTA,31,AB,,-15.6,0,10.6,51.200,ANTHRACITE,31,,10,22.8,,1933,31,,ALBERTA,2362.1933.10,-115.500,462.3,1933-10,8.1,,2,
-115.5,51.2,2014-07-31 11:49:42,,0,30,0.9833333333333333,3050240,ALBERTA,30,AB,,-13.9,0,,51.200,ANTHRACITE,30,,11,11.7,,1933,0,,ALBERTA,2362.1933.11,-115.500,510.5,1933-11,,,,
-115.5,51.2,2014-07-31 11:49:42,,0,31,-13.73225806451613,3050240,ALBERTA,31,AB,,-38.9,0,,51.200,ANTHRACITE,31,,12,6.7,,1933,0,,ALBERTA,2362.1933.12,-115.500,983.7,1933-12,,,,
-115.5,51.2,2014-07-31 11:49:42,,0,31,-4.970967741935484,3050240,ALBERTA,31,AB,,-27.8,0,,51.200,ANTHRACITE,31,,1,8.3,,1934,0,,ALBERTA,2362.1934.1,-115.500,712.1,1934-01,,,,
-115.5,51.2,2014-07-31 11:49:42,,0,28,-4.792857142857143,3050240,ALBERTA,28,AB,,-31.7,0,,51.200,ANTHRACITE,28,,2,7.8,,1934,0,,ALBERTA,2362.1934.2,-115.500,638.2,1934-02,,,,
-115.5,51.2,2014-07-31 11:49:42,,0,31,-0.9258064516129032,3050240,ALBERTA,31,AB,,-17.8,0,,51.200,ANTHRACITE,31,,3,12.2,,1934,0,,ALBERTA,2362.1934.3,-115.500,586.7,1934-03,,,,
-115.5,51.2,2014-07-31 11:49:42,,30,30,7.203333333333333,3050240,ALBERTA,30,AB,,-11.1,0,15.2,51.200,ANTHRACITE,30,,4,24.4,,1934,30,,ALBERTA,2362.1934.4,-115.500,323.9,1934-04,0,,3,
-115.5,51.2,2014-07-31 11:49:42,,31,31,10.341935483870968,3050240,ALBERTA,31,AB,,-3.3,0,35.3,51.200,ANTHRACITE,31,,5,29.4,,1934,31,,ALBERTA,2362.1934.5,-115.500,237.4,1934-05,0,,8,
-115.5,51.2,2014-07-31 11:49:42,,30,30,11.473333333333333,3050240,ALBERTA,30,AB,,-1.7,0,20.4,51.200,ANTHRACITE,30,,6,26.1,,1934,30,,ALBERTA,2362.1934.6,-115.500,195.8,1934-06,0,,7,
-115.5,51.2,2014-07-31 11:49:42,,31,31,14.796774193548387,3050240,ALBERTA,31,AB,,1.1,11.6,36,51.200,ANTHRACITE,31,,7,35,,1934,31,,ALBERTA,2362.1934.7,-115.500,110.9,1934-07,0,,7,
-115.5,51.2,2014-07-31 11:49:42,,31,31,14.535483870967742,3050240,ALBERTA,31,AB,,-0.6,0,8.9,51.200,ANTHRACITE,31,,8,28.9,,1934,31,,ALBERTA,2362.1934.8,-115.500,107.4,1934-08,0,,2,
-115.5,51.2,2014-07-31 11:49:42,,30,30,6.58,3050240,ALBERTA,30,AB,,-11.1,0,56.2,51.200,ANTHRACITE,30,,9,27.2,,1934,30,,ALBERTA,2362.1934.9,-115.500,342.6,1934-09,10.2,,9,
-115.5,51.2,2014-07-31 11:49:42,,31,31,4.803225806451613,3050240,ALBERTA,31,AB,,-10.6,0,19,51.200,ANTHRACITE,31,,10,23.9,,1934,31,,ALBERTA,2362.1934.10,-115.500,409.1,1934-10,4.6,,6,
-115.5,51.2,2014-07-31 11:49:42,,0,30,-0.17666666666666667,3050240,ALBERTA,30,AB,,-13.9,0,,51.200,ANTHRACITE,30,,11,11.7,,1934,0,,ALBERTA,2362.1934.11,-115.500,545.3,1934-11,,,,
-115.5,51.2,2014-07-31 11:49:42,,0,31,-9.041935483870967,3050240,ALBERTA,31,AB,,-39.4,0,,51.200,ANTHRACITE,31,,12,3.9,,1934,0,,ALBERTA,2362.1934.12,-115.500,838.3,1934-12,,,,
-115.5,51.2,2014-07-31 11:49:42,,31,31,-12.638709677419355,3050240,ALBERTA,31,AB,,-42.2,0,7.9,51.200,ANTHRACITE,31,,1,7.2,,1935,31,,ALBERTA,2362.1935.1,-115.500,949.8,1935-01,0,,2,
-115.5,51.2,2014-07-31 11:49:42,,0,28,-3.7785714285714285,3050240,ALBERTA,28,AB,,-23.9,0,,51.200,ANTHRACITE,28,,2,8.3,,1935,0,,ALBERTA,2362.1935.2,-115.500,609.8,1935-02,,,,
-115.5,51.2,2014-07-31 11:49:42,,0,31,-5.351612903225806,3050240,ALBERTA,31,AB,,-24.4,0,,51.200,ANTHRACITE,31,,3,7.8,,1935,0,,ALBERTA,2362.1935.3,-115.500,723.9,1935-03,,,,
-115.5,51.2,2014-07-31 11:49:42,,30,30,-0.3233333333333333,3050240,ALBERTA,30,AB,,-23.9,0,10.2,51.200,ANTHRACITE,30,,4,15,,1935,30,,ALBERTA,2362.1935.4,-115.500,549.7,1935-04,0,,2,
-115.5,51.2,2014-07-31 11:49:42,,31,31,6.893548387096774,3050240,ALBERTA,31,AB,,-7.8,0,31.3,51.200,ANTHRACITE,31,,5,22.2,,1935,31,,ALBERTA,2362.1935.5,-115.500,344.3,1935-05,0,,6,
-115.5,51.2,2014-07-31 11:49:42,,30,30,10.723333333333333,3050240,ALBERTA,30,AB,,-2.2,0,76.5,51.200,ANTHRACITE,30,,6,22.8,,1935,30,,ALBERTA,2362.1935.6,-115.500,218.3,1935-06,0,,11,
-115.5,51.2,2014-07-31 11:49:42,,31,31,14.774193548387096,3050240,ALBERTA,31,AB,,-0.6,7.9,64,51.200,ANTHRACITE,31,,7,31.1,,1935,31,,ALBERTA,2362.1935.7,-115.500,107.9,1935-07,0,,10,
-115.5,51.2,2014-07-31 11:49:42,,31,31,12.42258064516129,3050240,ALBERTA,31,AB,,-1.1,0.4,39.3,51.200,ANTHRACITE,31,,8,25.6,,1935,31,,ALBERTA,2362.1935.8,-115.500,173.3,1935-08,0,,6,
-115.5,51.2,2014-07-31 11:49:42,,30,30,9.826666666666666,3050240,ALBERTA,30,AB,,-7.8,0,10,51.200,ANTHRACITE,30,,9,24.4,,1935,30,,ALBERTA,2362.1935.9,-115.500,245.2,1935-09,0,,4,
-115.5,51.2,2014-07-31 11:49:42,,31,31,2.4870967741935486,3050240,ALBERTA,31,AB,,-21.7,0,14.5,51.200,ANTHRACITE,31,,10,21.7,,1935,31,,ALBERTA,2362.1935.10,-115.500,480.9,1935-10,0,,6,
-115.5,51.2,2014-07-31 11:49:42,,0,30,-4.753333333333333,3050240,ALBERTA,30,AB,,-28.3,0,,51.200,ANTHRACITE,30,,11,7.2,,1935,0,,ALBERTA,2362.1935.11,-115.500,682.6,1935-11,,,,
-115.5,51.2,2014-07-31 11:49:42,,0,31,-5.47741935483871,3050240,ALBERTA,31,AB,,-17.8,0,,51.200,ANTHRACITE,31,,12,3.3,,1935,0,,ALBERTA,2362.1935.12,-115.500,727.8,1935-12,,,,
-115.5,51.2,2014-07-31 11:49:42,,0,31,-10.274193548387096,3050240,ALBERTA,31,AB,,-27.8,0,,51.200,ANTHRACITE,31,,1,5,,1936,0,,ALBERTA,2362.1936.1,-115.500,876.5,1936-01,,,,
-115.5,51.2,2014-07-31 11:49:42,,29,29,-20.551724137931036,3050240,ALBERTA,29,AB,,-42.8,0,18.8,51.200,ANTHRACITE,29,,2,6.7,,1936,29,,ALBERTA,2362.1936.2,-115.500,1118,1936-02,18.8,,4,
-115.5,51.2,2014-07-31 11:49:42,,31,31,-3.764516129032258,3050240,ALBERTA,31,AB,,-25.6,0,18.5,51.200,ANTHRACITE,31,,3,8.9,,1936,31,,ALBERTA,2362.1936.3,-115.500,674.7,1936-03,16.5,,6,
-115.5,51.2,2014-07-31 11:49:42,,30,30,3.35,3050240,ALBERTA,30,AB,,-26.1,0,18.3,51.200,ANTHRACITE,30,,4,26.7,,1936,30,,ALBERTA,2362.1936.4,-115.500,439.5,1936-04,0,,4,
-115.5,51.2,2014-07-31 11:49:42,,31,31,11.270967741935484,3050240,ALBERTA,31,AB,,-3.3,2.1,37.8,51.200,ANTHRACITE,31,,5,31.1,,1936,31,,ALBERTA,2362.1936.5,-115.500,210.7,1936-05,0,,9,
-115.5,51.2,2014-07-31 11:49:42,,30,30,12.73,3050240,ALBERTA,30,AB,,0.6,2.7,46.5,51.200,ANTHRACITE,30,,6,32.2,,1936,30,,ALBERTA,2362.1936.6,-115.500,160.8,1936-06,0,,9,
-115.5,51.2,2014-07-31 11:49:42,,31,31,16.009677419354837,3050240,ALBERTA,31,AB,,1.1,15.5,29.1,51.200,ANTHRACITE,31,,7,32.8,,1936,31,,ALBERTA,2362.1936.7,-115.500,77.2,1936-07,0,,4,
-115.5,51.2,2014-07-31 11:49:42,,31,31,14.393548387096773,3050240,ALBERTA,31,AB,,1.1,1.9,16.5,51.200,ANTHRACITE,31,,8,29.4,,1936,31,,ALBERTA,2362.1936.8,-115.500,113.7,1936-08,0,,4,
-115.5,51.2,2014-07-31 11:49:42,,30,30,8.69,3050240,ALBERTA,30,AB,,-3.9,0,34.9,51.200,ANTHRACITE,30,,9,23.9,,1936,30,,ALBERTA,2362.1936.9,-115.500,279.3,1936-09,0,,8,
-115.5,51.2,2014-07-31 11:49:42,,31,31,6.167741935483871,3050240,ALBERTA,31,AB,,-13.3,0,10.7,51.200,ANTHRACITE,31,,10,21.7,,1936,31,,ALBERTA,2362.1936.10,-115.500,366.8,1936-10,0,,2,
-115.5,51.2,2014-07-31 11:49:42,,0,30,-1.3633333333333333,3050240,ALBERTA,30,AB,,-26.7,0,,51.200,ANTHRACITE,30,,11,14.4,,1936,0,,ALBERTA,2362.1936.11,-115.500,580.9,1936-11,,,,
-115.5,51.2,2014-07-31 11:49:42,,0,31,-9.496774193548386,3050240,ALBERTA,31,AB,,-31.7,0,,51.200,ANTHRACITE,31,,12,6.7,,1936,0,,ALBERTA,2362.1936.12,-115.500,852.4,1936-12,,,,
-115.5,51.2,2014-07-31 11:49:42,,0,31,-19.11935483870968,3050240,ALBERTA,31,AB,,-36.7,0,,51.200,ANTHRACITE,31,,1,-5.6,,1937,0,,ALBERTA,2362.1937.1,-115.500,1150.7,1937-01,,,,
-115.5,51.2,2014-07-31 11:49:42,,0,28,-11.67142857142857,3050240,ALBERTA,28,AB,,-35,0,,51.200,ANTHRACITE,28,,2,2.2,,1937,0,,ALBERTA,2362.1937.2,-115.500,830.8,1937-02,,,,
-115.5,51.2,2014-07-31 11:49:42,,0,31,-1.8580645161290323,3050240,ALBERTA,31,AB,,-19.4,0,,51.200,ANTHRACITE,31,,3,10.6,,1937,0,,ALBERTA,2362.1937.3,-115.500,615.6,1937-03,,,,
-115.5,51.2,2014-07-31 11:49:42,,30,30,3.5766666666666667,3050240,ALBERTA,30,AB,,-9.4,0,15.8,51.200,ANTHRACITE,30,,4,20.6,,1937,30,,ALBERTA,2362.1937.4,-115.500,432.7,1937-04,0,,3,
-115.5,51.2,2014-07-31 11:49:42,,31,31,8.754838709677419,3050240,ALBERTA,31,AB,,-6.1,0,47.6,51.200,ANTHRACITE,31,,5,23.9,,1937,31,,ALBERTA,2362.1937.5,-115.500,286.6,1937-05,0,,7,
-115.5,51.2,2014-07-31 11:49:42,,30,30,12.06,3050240,ALBERTA,30,AB,,-1.1,6.2,77.4,51.200,ANTHRACITE,30,,6,32.8,,1937,30,,ALBERTA,2362.1937.6,-115.500,184.4,1937-06,0,,11,
-115.5,51.2,2014-07-31 11:49:42,,31,31,14.8,3050240,ALBERTA,31,AB,,0,1,41.4,51.200,ANTHRACITE,31,,7,28.9,,1937,31,,ALBERTA,2362.1937.7,-115.500,100.2,1937-07,0,,9,
-115.5,51.2,2014-07-31 11:49:42,,31,31,12.006451612903225,3050240,ALBERTA,31,AB,,-2.8,0,51.9,51.200,ANTHRACITE,31,,8,26.7,,1937,31,,ALBERTA,2362.1937.8,-115.500,185.8,1937-08,0,,7,
-115.5,51.2,2014-07-31 11:49:42,,30,30,9.796666666666667,3050240,ALBERTA,30,AB,,-5.6,0,47.7,51.200,ANTHRACITE,30,,9,26.1,,1937,30,,ALBERTA,2362.1937.9,-115.500,246.1,1937-09,0,,5,
-115.5,51.2,2014-07-31 11:49:42,,31,31,5.470967741935484,3050240,ALBERTA,31,AB,,-7.8,0,32.1,51.200,ANTHRACITE,31,,10,17.8,,1937,31,,ALBERTA,2362.1937.10,-115.500,388.4,1937-10,6.4,,5,
-115.5,51.2,2014-07-31 11:49:42,,0,30,-5.046666666666667,3050240,ALBERTA,30,AB,,-27.2,0,,51.200,ANTHRACITE,30,,11,7.2,,1937,0,,ALBERTA,2362.1937.11,-115.500,691.4,1937-11,,,,
-115.5,51.2,2014-07-31 11:49:42,,0,31,-9.003225806451614,3050240,ALBERTA,31,AB,,-30.6,0,,51.200,ANTHRACITE,31,,12,2.2,,1937,0,,ALBERTA,2362.1937.12,-115.500,837.1,1937-12,,,,
-115.5,51.2,2014-07-31 11:49:42,,0,31,-8.183870967741935,3050240,ALBERTA,31,AB,,-33.9,0,,51.200,ANTHRACITE,31,,1,3.9,,1938,0,,ALBERTA,2362.1938.1,-115.500,811.7,1938-01,,,,
-115.5,51.2,2014-07-31 11:49:42,,0,28,-12.371428571428572,3050240,ALBERTA,28,AB,,-32.2,0,,51.200,ANTHRACITE,28,,2,10,,1938,0,,ALBERTA,2362.1938.2,-115.500,850.4,1938-02,,,,
-115.5,51.2,2014-07-31 11:49:42,,0,31,-1.9935483870967743,3050240,ALBERTA,31,AB,,-16.7,0,,51.200,ANTHRACITE,31,,3,9.4,,1938,0,,ALBERTA,2362.1938.3,-115.500,619.8,1938-03,,,,
-115.5,51.2,2014-07-31 11:49:42,,0,30,3.45,3050240,ALBERTA,30,AB,,-15,0,,51.200,ANTHRACITE,30,,4,18.9,,1938,0,,ALBERTA,2362.1938.4,-115.500,436.5,1938-04,,,,
-115.5,51.2,2014-07-31 11:49:42,,31,31,7.906451612903226,3050240,ALBERTA,31,AB,,-7.2,0,61.3,51.200,ANTHRACITE,31,,5,23.9,,1938,31,,ALBERTA,2362.1938.5,-115.500,312.9,1938-05,0,,8,
-115.5,51.2,2014-07-31 11:49:42,,30,30,12.896666666666667,3050240,ALBERTA,30,AB,,-1.1,0.5,67,51.200,ANTHRACITE,30,,6,28.3,,1938,30,,ALBERTA,2362.1938.6,-115.500,153.6,1938-06,0,,6,
-115.5,51.2,2014-07-31 11:49:42,,31,31,15.741935483870968,3050240,ALBERTA,31,AB,,3.9,6.3,34.3,51.200,ANTHRACITE,31,,7,31.7,,1938,31,,ALBERTA,2362.1938.7,-115.500,76.3,1938-07,0,,5,
-115.5,51.2,2014-07-31 11:49:42,,31,31,12.05483870967742,3050240,ALBERTA,31,AB,,-1.7,0,39.7,51.200,ANTHRACITE,31,,8,27.2,,1938,31,,ALBERTA,2362.1938.8,-115.500,184.3,1938-08,0,,7,
-115.5,51.2,2014-07-31 11:49:42,,30,30,12.93,3050240,ALBERTA,30,AB,,-0.6,0,18.3,51.200,ANTHRACITE,30,,9,28.9,,1938,30,,ALBERTA,2362.1938.9,-115.500,152.1,1938-09,0,,3,
-115.5,51.2,2014-07-31 11:49:42,,31,31,5.329032258064516,3050240,ALBERTA,31,AB,,-10,0,29.2,51.200,ANTHRACITE,31,,10,17.2,,1938,31,,ALBERTA,2362.1938.10,-115.500,392.8,1938-10,0,,4,
-115.5,51.2,2014-07-31 11:49:42,,0,30,-4.65,3050240,ALBERTA,30,AB,,-21.1,0,,51.200,ANTHRACITE,30,,11,5,,1938,0,,ALBERTA,2362.1938.11,-115.500,679.5,1938-11,,,,
-115.5,51.2,2014-07-31 11:49:42,,0,31,-8.283870967741935,3050240,ALBERTA,31,AB,,-32.2,0,,51.200,ANTHRACITE,31,,12,7.8,,1938,0,,ALBERTA,2362.1938.12,-115.500,814.8,1938-12,,,,
-115.5,51.2,2014-07-31 11:49:42,,0,31,-5.480645161290322,3050240,ALBERTA,31,AB,,-23.3,0,,51.200,ANTHRACITE,31,,1,3.3,,1939,0,,ALBERTA,2362.1939.1,-115.500,727.9,1939-01,,,,
-115.5,51.2,2014-07-31 11:49:42,,0,28,-10.125,3050240,ALBERTA,28,AB,,-35.6,0,,51.200,ANTHRACITE,28,,2,5.6,,1939,0,,ALBERTA,2362.1939.2,-115.500,787.5,1939-02,,,,
-115.5,51.2,2014-07-31 11:49:42,,0,31,-2.109677419354839,3050240,ALBERTA,31,AB,,-30,0,,51.200,ANTHRACITE,31,,3,16.7,,1939,0,,ALBERTA,2362.1939.3,-115.500,623.4,1939-03,,,,
-115.5,51.2,2014-07-31 11:49:42,,30,30,5.38,3050240,ALBERTA,30,AB,,-11.1,0,13.3,51.200,ANTHRACITE,30,,4,25.6,,1939,30,,ALBERTA,2362.1939.4,-115.500,378.6,1939-04,0,,5,
-115.5,51.2,2014-07-31 11:49:42,,31,31,9.464516129032258,3050240,ALBERTA,31,AB,,-8.3,0,20.6,51.200,ANTHRACITE,31,,5,26.7,,1939,31,,ALBERTA,2362.1939.5,-115.500,264.6,1939-05,0,,6,
-115.5,51.2,2014-07-31 11:49:42,,30,30,9.276666666666667,3050240,ALBERTA,30,AB,,-4.4,0,118.7,51.200,ANTHRACITE,30,,6,28.3,,1939,30,,ALBERTA,2362.1939.6,-115.500,261.7,1939-06,0,,15,
-115.5,51.2,2014-07-31 11:49:42,,31,31,15.296774193548387,3050240,ALBERTA,31,AB,,1.1,13.1,16.7,51.200,ANTHRACITE,31,,7,32.8,,1939,31,,ALBERTA,2362.1939.7,-115.500,96.9,1939-07,0,,6,
-115.5,51.2,2014-07-31 11:49:42,,31,31,14.793548387096774,3050240,ALBERTA,31,AB,,-2.2,1.4,12.9,51.200,ANTHRACITE,31,,8,31.1,,1939,31,,ALBERTA,2362.1939.8,-115.500,100.8,1939-08,0,,4,
-115.5,51.2,2014-07-31 11:49:42,,30,30,9.973333333333333,3050240,ALBERTA,30,AB,,-2.2,0,79.7,51.200,ANTHRACITE,30,,9,23.3,,1939,30,,ALBERTA,2362.1939.9,-115.500,240.8,1939-09,0,,10,
-115.5,51.2,2014-07-31 11:49:42,,31,31,3.4193548387096775,3050240,ALBERTA,31,AB,,-18.3,0,108.5,51.200,ANTHRACITE,31,,10,16.1,,1939,31,,ALBERTA,2362.1939.10,-115.500,452,1939-10,68.6,,7,
-115.5,51.2,2014-07-31 11:49:42,,0,30,1.7833333333333334,3050240,ALBERTA,30,AB,,-6.7,0,,51.200,ANTHRACITE,30,,11,10,,1939,0,,ALBERTA,2362.1939.11,-115.500,486.5,1939-11,,,,
-115.5,51.2,2014-07-31 11:49:42,,31,31,-3.945161290322581,3050240,ALBERTA,31,AB,,-23.3,0,22.9,51.200,ANTHRACITE,31,,12,7.2,,1939,31,,ALBERTA,2362.1939.12,-115.500,680.3,1939-12,8.9,,7,
-115.5,51.2,2014-07-31 11:49:42,,0,31,-11.080645161290322,3050240,ALBERTA,31,AB,,-31.1,0,,51.200,ANTHRACITE,31,,1,8.9,,1940,0,,ALBERTA,2362.1940.1,-115.500,901.5,1940-01,,,,
